ID	chr	circ_start	circ_end	circ_strand	splice_L	circ_type	e_count	e_sizes	e_offsets	b_transcript	b_strand	b_trans_start	b_trans_end	b_gene
chr13:84376512-84423362	chr13	84376512	84423362	-	46850	other	1	46850	0	NA	NA	NA	NA	NA
chr13:96599291-96636118	chr13	96599291	96636118	-	645	exonic	6	135,86,120,151,92,61	0,958,2297,23074,25542,36766	ENST00000376747.8_2	-	96453833	96705655	UGGT2
chr13:113742641-113744042	chr13	113742641	113744042	+	264	exonic	3	78,67,119	0,234,1282	ENST00000375608.7_3	+	113548691	113751175	MCF2L
chr14:33585820-33684793	chr14	33585820	33684793	+	98973	other	1	98973	0	ENST00000357798.9_1	+	33408522	34270315	NPAS3
chr14:35476489-35483108	chr14	35476489	35483108	+	630	exonic	6	104,67,58,151,149,101	0,1343,1490,4225,6062,6518	ENST00000556994.5_1	+	35451162	35498773	SRP54
chr14:42118856-42236232	chr14	42118856	42236232	+	117376	other	1	117376	0	ENST00000554171.1_5	+	42168629	42373752	LRFN5
chr14:42170689-42236232	chr14	42170689	42236232	+	352	exonic	4	60,17,99,176	0,29850,30285,65367	ENST00000554171.1_5	+	42168629	42373752	LRFN5
chr14:57706313-57714430	chr14	57706313	57714430	-	502	exonic	4	64,195,148,95	0,4569,7115,8022	ENST00000621441.5_3	-	57667224	57735623	EXOC5
chr14:58563442-58564821	chr14	58563442	58564821	-	1379	other	1	1379	0	ENST00000267485.7_4	-	58467478	58618931	ARMH4
chr14:60581418-60582778	chr14	60581418	60582778	+	888	exonic	4	179,488,101,120	0,273,1018,1240	ENST00000406949.5_2	+	60558644	60635851	PCNX4
chr14:61540566-61550418	chr14	61540566	61550418	+	342	exonic	3	93,98,151	0,4981,9701	ENST00000491344.7_1	+	61447994	61550447	SLC38A6
chr14:68049477-68054374	chr14	68049477	68054374	-	4897	other	1	4897	0	ENST00000561370.5_2	+	68045279	68054265	PLEKHH1
chr14:69588934-69616220	chr14	69588934	69616220	-	216	exonic	2	143,73	0,27213	ENST00000553943.1_1	-	69585814	69619867	DCAF5
chr14:73198515-73238601	chr14	73198515	73238601	-	396	exonic	3	127,108,161	0,21456,39925	ENST00000556509.5_1	-	73086003	73360796	DPF3
chr14:81209419-81304622	chr14	81209419	81304622	-	1956	exonic	9	192,60,177,165,651,351,152,133,75	0,13816,18361,34806,41819,49684,88067,93129,95128	ENST00000555265.6_4	-	80962821	81408082	CEP128
chr14:90263568-90398971	chr14	90263568	90398971	-	135403	other	1	135403	0	ENST00000556639.5_1	-	90296174	90421074	EFCAB11
chr14:91931594-91943330	chr14	91931594	91943330	-	1031	exonic	8	169,156,159,103,132,117,117,78	0,1010,5586,7782,7988,10599,11157,11658	ENST00000554308.5_1	-	91927724	91975998	PPP4R3A
chr14:94008812-94009042	chr14	94008812	94009042	+	230	exonic	1	230	0	ENST00000256339.8_1	+	93799564	94173618	UNC79
chr14:104053611-104056766	chr14	104053611	104056766	+	389	exonic	3	90,50,249	0,959,2906	ENST00000476323.5_1	+	104029643	104056862	APOPT1
chr15:25342468-25344425	chr15	25342468	25344425	+	364	exonic	3	118,112,134	0,1395,1823	ENST00000549804.7_2	+	25295778	25383903	SNHG14
chr15:43440953-43452992	chr15	43440953	43452992	+	677	exonic	5	124,123,156,160,114	0,273,3034,5916,11925	ENST00000260403.7_2	+	43425783	43477342	TMEM62
chr15:43733724-43773220	chr15	43733724	43773220	-	2726	exonic	11	57,204,120,1327,209,95,130,167,130,159,128	0,4860,5839,14365,28331,33146,34038,36066,37870,38332,39368	ENST00000263801.7_1	-	43699406	43802812	TP53BP1
chr15:50763830-50776558	chr15	50763830	50776558	+	1203	exonic	5	162,145,224,585,87	0,5215,5642,9847,12641	ENST00000396444.7_2	+	50716578	50806616	USP8
chr15:56935150-56950684	chr15	56935150	56950684	-	376	exonic	5	45,37,119,112,63	0,11245,11432,11778,15471	ENST00000558067.5_2	-	56922378	56974614	ZNF280D
chr15:62299507-62312737	chr15	62299507	62312737	-	665	exonic	7	171,107,128,58,81,60,60	0,1346,3163,4798,5730,6624,13170	ENST00000249837.7_1	-	62144587	62352672	VPS13C
chr15:63068963-63076089	chr15	63068963	63076089	+	368	exonic	3	146,102,120	0,4375,7006	ENST00000561311.5_1	+	62853563	63136830	TLN2
chr15:64791492-64812232	chr15	64791492	64812232	+	20740	other	1	20740	0	ENST00000326648.4_1	+	64791490	64978267	ZNF609
chr15:73414866-73418911	chr15	73414866	73418911	+	429	exonic	2	275,154	0,3891	ENST00000339362.9_1	+	73344050	73597546	NEO1
chr15:75211136-75221573	chr15	75211136	75221573	-	10437	other	1	10437	0	ENST00000322347.11_2	-	75212131	75230414	COX5A
chr15:81199004-81201647	chr15	81199004	81201647	+	385	exonic	2	175,210	0,2433	ENST00000220244.7_1	+	81071683	81244117	CEMIP
chr15:85070012-85098301	chr15	85070012	85098301	-	678	exonic	8	95,49,59,85,85,138,57,110	0,837,7398,11750,12922,15365,19439,28179	ENST00000354771.8_1	-	85070011	85113931	UBE2Q2P1
chr15:91769103-91795750	chr15	91769103	91795750	+	1174	exonic	3	841,181,152	0,25945,26495	ENST00000394232.5_1	+	91643514	91844539	SV2B
chr15:99816781-99828156	chr15	99816781	99828156	+	233	exonic	4	40,17,38,138	0,9191,10680,11237	ENST00000561253.5_1	+	99791690	99874183	LRRC28
chr15:99816781-99874334	chr15	99816781	99874334	+	506	exonic	5	40,38,138,83,207	0,10680,11237,40887,57346	ENST00000559399.5_1	+	99791590	99874335	LRRC28
chr16:2415557-2429582	chr16	2415557	2429582	+	14025	other	1	14025	0	ENST00000494925.1_1	+	2411144	2475686	ABCA17P
chr16:5046349-5053574	chr16	5046349	5053574	+	634	exonic	5	112,190,89,71,172	0,506,4306,4506,7053	ENST00000251170.12_2	+	5008330	5069158	SEC14L5
chr16:11121965-11124596	chr16	11121965	11124596	+	2631	intronic	1	2631	0	ENST00000476025.5_1	+	11118329	11141199	CLEC16A
chr16:14687158-14704666	chr16	14687158	14704666	-	529	exonic	7	77,57,81,43,39,66,166	0,6602,10844,13182,14979,15756,17342	ENST00000651865.1_1	-	14529556	14724117	PARN
chr16:23022339-23029111	chr16	23022339	23029111	+	6772	other	1	6772	0	NA	NA	NA	NA	NA
chr16:48286042-48286276	chr16	48286042	48286276	+	234	exonic	1	234	0	ENST00000285737.8_1	+	48278206	48391260	LONP2
chr16:50063636-50068067	chr16	50063636	50068067	+	238	exonic	3	73,110,55	0,3671,4376	ENST00000458059.7_1	+	50058320	50070999	CNEP1R1
chr16:53907698-53913899	chr16	53907698	53913899	+	223	exonic	2	79,144	0,6057	ENST00000637969.1_1	+	53738068	54187318	FTO
chr16:69304046-69318147	chr16	69304046	69318147	+	339	exonic	2	142,197	0,13904	ENST00000336278.8_1	+	69221031	69342955	SNTB2
chr16:74122150-74124390	chr16	74122150	74124390	-	2240	intronic	1	2240	0	ENST00000569389.5_2	-	74088049	74330649	AC138627.1
chr17:565049-602620	chr17	565049	602620	-	203	exonic	3	86,67,50	0,35608,37521	ENST00000437048.7_4	-	411907	618079	VPS53
chr17:14969265-14969751	chr17	14969265	14969751	-	486	other	1	486	0	NA	NA	NA	NA	NA
chr17:15974723-15976883	chr17	15974723	15976883	-	481	exonic	3	256,84,141	0,735,2019	ENST00000268712.8_3	-	15932470	16118848	NCOR1
chr17:17927938-17931973	chr17	17927938	17931973	-	369	exonic	4	80,98,146,45	0,1694,3607,3990	ENST00000474627.8_3	-	17921334	17942482	ATPAF2
chr17:29490204-29541603	chr17	29490204	29541603	+	1238	exonic	10	190,107,68,76,158,174,123,75,132,135	0,6704,18235,18523,19321,37235,37850,38224,43053,51264	ENST00000358273.8_3	+	29421944	29704695	NF1
chr17:32259619-32263841	chr17	32259619	32263841	-	904	exonic	2	85,819	0,3403	ENST00000637478.1_1	-	32258150	32406119	AC024610.2
chr17:35640168-35641871	chr17	35640168	35641871	-	271	exonic	2	138,133	0,1570	ENST00000616317.5_3	-	35441926	35766927	ACACA
chr17:43992731-43992911	chr17	43992731	43992911	+	180	intronic	1	180	0	ENST00000262410.9_2	+	43971747	44105700	MAPT
chr17:49343543-49346265	chr17	49343543	49346265	+	166	exonic	2	98,68	0,2654	ENST00000225298.12_2	+	49337906	49375294	UTP18
chr17:57046900-57050286	chr17	57046900	57050286	+	426	exonic	3	188,144,94	0,2592,3292	ENST00000308249.4_2	+	56833214	57062540	PPM1E
chr17:57744339-57746137	chr17	57744339	57746137	+	1798	other	1	1798	0	ENST00000466513.1_1	+	57742050	57744427	CLTC
chr17:58365884-58422969	chr17	58365884	58422969	-	512	exonic	4	159,119,106,128	0,6159,13075,56957	ENST00000300896.9_2	-	58254687	58469494	USP32
chr17:58443449-58445091	chr17	58443449	58445091	-	1642	intronic	1	1642	0	ENST00000300896.9_2	-	58254687	58469494	USP32
chr17:60061532-60064489	chr17	60061532	60064489	-	624	exonic	4	196,215,91,122	0,479,828,2835	ENST00000397786.7_2	-	60019965	60142639	MED13
chr17:65116521-65120130	chr17	65116521	65120130	-	450	exonic	3	207,191,52	0,2564,3557	ENST00000358691.10_4	-	65066559	65241312	HELZ
chr17:65882244-65914954	chr17	65882244	65914954	+	3752	exonic	9	188,191,356,132,130,139,180,2311,125	0,5715,7241,7905,17660,18573,23453,24748,32585	ENST00000321892.8_2	+	65821779	65980494	BPTF
chr17:74162542-74195128	chr17	74162542	74195128	-	32586	other	1	32586	0	ENST00000269391.11_3	-	74138554	74236574	RNF157
chr17:76027597-76047529	chr17	76027597	76047529	+	2930	exonic	2	326,2604	0,17328	ENST00000636222.1_1	+	75955321	76102118	TNRC6C
chr17:76388557-76400170	chr17	76388557	76400170	+	1258	exonic	6	189,78,100,190,179,522	0,3831,5775,6871,8200,11091	ENST00000262764.11_2	+	76374729	76420740	PGS1
chr18:756557-756835	chr18	756557	756835	-	278	exonic	1	278	0	ENST00000584307.5_1	-	721587	812547	YES1
chr18:1183831-1269799	chr18	1183831	1269799	+	85968	other	1	85968	0	ENST00000584090.5_1	-	1254383	1359440	LINC00470
chr18:12506476-12535600	chr18	12506476	12535600	-	368	exonic	3	164,78,126	0,5976,28998	ENST00000409402.8_1	-	12446510	12658133	SPIRE1
chr18:18571137-18608896	chr18	18571137	18608896	-	1091	exonic	9	150,107,247,92,136,49,89,61,160	0,1654,15174,15522,16882,24254,28974,32443,37599	ENST00000399799.3_2	-	18526866	18691774	ROCK1
chr18:21698089-21705514	chr18	21698089	21705514	+	341	exonic	3	107,110,124	0,5708,7301	ENST00000304621.10_1	+	21572736	21712991	TTC39C
chr18:23845134-23873495	chr18	23845134	23873495	+	1488	exonic	8	145,108,162,123,90,618,136,106	0,2345,9492,9760,16800,20711,27075,28255	ENST00000269142.9_1	+	23805899	23971649	TAF4B
chr18:39584320-39613921	chr18	39584320	39613921	+	854	exonic	7	185,155,91,68,106,117,132	0,9085,11119,16281,23086,24968,29469	ENST00000262039.9_2	+	39535198	39667794	PIK3C3
chr18:54547175-54547396	chr18	54547175	54547396	+	221	exonic	1	221	0	ENST00000254442.7_2	+	54318615	54703837	WDR7
chr18:60497268-60537268	chr18	60497268	60537268	+	40000	other	1	40000	0	ENST00000487409.1_1	+	60499406	60562321	PHLPP1
chr19:12429483-12432146	chr19	12429483	12432146	-	2663	other	1	2663	0	ENST00000595977.5_2	-	12430000	12444534	ZNF563
chr19:13335481-13341023	chr19	13335481	13341023	-	330	exonic	3	105,97,128	0,4031,5414	ENST00000638009.1_1	-	13317259	13617317	CACNA1A
chr19:24231739-24328111	chr19	24231739	24328111	+	96372	other	1	96372	0	ENST00000595187.1_1	+	24270054	24309122	ZNF254
chr19:32851410-32875535	chr19	32851410	32875535	+	2174	exonic	4	114,12,135,1913	0,20104,21962,22212	ENST00000544431.5_2	+	32836577	32876671	ZNF507
chr19:33493153-33493906	chr19	33493153	33493906	-	344	exonic	2	156,188	0,565	ENST00000254260.8_2	-	33469497	33555794	RHPN2
chr19:37177639-37180399	chr19	37177639	37180399	+	2760	other	1	2760	0	ENST00000536254.6_1	+	37178529	37212229	ZNF567
chr19:37416102-37428144	chr19	37416102	37428144	+	281	exonic	3	58,127,96	0,11545,11946	ENST00000455427.6_1	+	37407350	37488834	ZNF568
chr19:41774128-41787180	chr19	41774128	41787180	+	703	exonic	6	122,154,74,140,100,113	0,3858,5758,7935,10853,12939	ENST00000352456.7_1	+	41768400	41813503	HNRNPUL1
chr19:44047543-44065172	chr19	44047543	44065172	-	1758	exonic	15	114,76,91,140,55,133,94,117,259,112,110,112,75,159,111	0,220,752,2426,2660,3203,3492,8179,8625,9405,9590,10009,10217,11254,17518	ENST00000262887.9_1	-	44047191	44080158	XRCC1
chr19:49642925-49643345	chr19	49642925	49643345	+	291	exonic	2	163,128	0,292	ENST00000334186.9_3	+	49622800	49654283	PPFIA3
chr2:9484661-9491024	chr2	9484661	9491024	+	261	exonic	3	103,70,88	0,198,6275	ENST00000315273.4_1	+	9346893	9545812	ASAP2
chr2:10784446-10811816	chr2	10784446	10811816	-	698	exonic	8	52,67,150,79,86,61,66,137	0,10160,13421,14851,18638,22897,24337,27233	ENST00000381685.10_2	-	10710879	10830101	NOL10
chr2:20518298-20527139	chr2	20518298	20527139	-	302	exonic	3	108,125,69	0,7723,8772	ENST00000319801.9_2	-	20448452	20527147	PUM2
chr2:24787164-24866991	chr2	24787164	24866991	+	377	exonic	3	135,85,157	0,20180,79670	ENST00000406961.5_2	+	24714800	24993571	NCOA1
chr2:32361632-32362257	chr2	32361632	32362257	+	247	exonic	3	75,92,80	0,313,545	ENST00000315285.8_2	+	32288615	32382706	SPAST
chr2:36605500-36623930	chr2	36605500	36623930	+	18430	other	1	18430	0	ENST00000477491.5_1	+	36605499	36606356	CRIM1
chr2:37316783-37317865	chr2	37316783	37317865	+	268	exonic	2	226,42	0,1040	ENST00000409774.5_1	+	37311593	37326387	GPATCH11
chr2:39212360-39216455	chr2	39212360	39216455	-	1260	exonic	3	1096,119,45	0,2253,4050	ENST00000426016.5_1	-	39208536	39348192	SOS1
chr2:43625110-43739980	chr2	43625110	43739980	-	114870	other	1	114870	0	ENST00000405975.6_3	-	43457974	43823185	THADA
chr2:53628798-53642744	chr2	53628798	53642744	-	13946	other	1	13946	0	NA	NA	NA	NA	NA
chr2:71651780-71653904	chr2	71651780	71653904	+	380	exonic	2	65,315	0,1809	ENST00000409544.5_1	+	71558893	71662191	ZNF638
chr2:98421551-98449889	chr2	98421551	98449889	-	1389	exonic	12	117,76,153,87,105,135,111,171,154,109,109,62	0,287,462,4599,6039,7332,7550,8882,9146,10110,13524,28276	ENST00000186436.10_2	-	98372798	98612411	TMEM131
chr2:110919180-110920709	chr2	110919180	110920709	-	179	exonic	2	94,85	0,1444	ENST00000316534.8_3	-	110879887	110962619	NPHP1
chr2:120776653-120799686	chr2	120776653	120799686	+	292	exonic	2	187,105	0,22928	ENST00000263713.10_3	+	120770652	120936695	EPB41L5
chr2:122259789-122260810	chr2	122259789	122260810	-	1021	other	1	1021	0	ENST00000409078.7_2	-	122095351	122407163	CLASP1
chr2:125175020-125204514	chr2	125175020	125204514	+	536	exonic	3	147,204,185	0,17040,29309	ENST00000431078.1_1	+	124782863	125672864	CNTNAP5
chr2:141072504-141083447	chr2	141072504	141083447	-	581	exonic	4	164,126,174,117	0,7027,8957,10826	ENST00000389484.7_1	-	140988991	142889270	LRP1B
chr2:160284822-160289874	chr2	160284822	160289874	-	1070	exonic	4	108,61,294,607	0,888,2551,4445	ENST00000392782.5_4	-	160175489	160473080	BAZ2B
chr2:161143489-161157241	chr2	161143489	161157241	-	186	exonic	2	106,80	0,13672	ENST00000348849.8_2	-	161128661	161350318	RBMS1
chr2:163360953-163393590	chr2	163360953	163393590	-	820	exonic	4	214,21,429,156	0,8210,13286,32481	ENST00000332142.9_1	-	163227916	163695128	KCNH7
chr2:178370234-178378636	chr2	178370234	178378636	+	221	exonic	3	69,62,90	0,2463,8312	ENST00000264167.9_2	+	178257500	178408562	AGPS
chr2:200188526-200213896	chr2	200188526	200213896	-	841	exonic	3	155,213,473	0,4894,24897	ENST00000457245.5_1	-	200136872	200335989	SATB2
chr2:200245087-200263221	chr2	200245087	200263221	-	18134	other	1	18134	0	ENST00000457245.5_1	-	200136872	200335989	SATB2
chr2:200261550-200298237	chr2	200261550	200298237	-	667	exonic	3	179,311,177	0,702,36510	ENST00000440919.1_1	-	200260553	200322335	SATB2
chr2:201881714-201926147	chr2	201881714	201926147	-	44433	other	1	44433	0	ENST00000446678.5_1	-	201881849	201936376	FAM126B
chr2:203329532-203384924	chr2	203329532	203384924	+	896	exonic	7	174,2,171,111,92,231,115	0,2243,2709,48909,50078,54012,55277	ENST00000638587.1_1	+	203329530	203425064	BMPR2
chr2:203748332-203760942	chr2	203748332	203760942	-	666	exonic	6	132,106,141,86,46,155	0,588,785,9007,10971,12455	ENST00000261015.4_1	-	203739504	203776949	WDR12
chr2:204037452-204045235	chr2	204037452	204045235	+	396	exonic	3	124,141,131	0,2417,7652	ENST00000449802.5_2	+	203879601	204084597	NBEAL1
chr2:223464647-223489494	chr2	223464647	223489494	-	717	exonic	6	155,118,93,81,208,62	0,13882,19716,23721,24343,24785	ENST00000281828.7_2	-	223431617	223521056	FARSB
chr2:230638813-230642195	chr2	230638813	230642195	-	329	exonic	2	164,165	0,3217	ENST00000283943.9_2	-	230628553	230786725	TRIP12
chr2:239237327-239268943	chr2	239237327	239268943	+	31616	other	1	31616	0	ENST00000373327.5_2	+	239229158	239309538	TRAF3IP1
chr20:3925824-3944671	chr20	3925824	3944671	-	234	exonic	3	41,43,150	0,3059,18697	ENST00000358395.11_2	-	3907957	3996205	RNF24
chr20:8665579-8770908	chr20	8665579	8770908	+	2560	exonic	22	146,158,83,85,178,68,97,85,125,155,165,100,105,110,133,54,220,181,77,90,58,87	0,12693,23737,31331,32738,37421,39723,42376,44117,48305,52095,54328,55411,56531,72113,75474,80206,89606,103516,103700,104585,105242	ENST00000637919.1_2	+	8057897	8863846	PLCB1
chr20:16316571-16478323	chr20	16316571	16478323	-	2534	exonic	14	89,123,51,97,153,1359,54,89,83,138,52,120,60,66	0,20403,34659,35738,38330,42878,45767,68886,70447,91177,93026,93936,158364,161686	ENST00000354981.6_3	-	16252748	16554078	KIF16B
chr20:17376612-17377404	chr20	17376612	17377404	+	792	intronic	1	792	0	ENST00000377899.5_1	+	17206751	17465223	PCSK2
chr20:31413731-31427662	chr20	31413731	31427662	+	599	exonic	4	123,146,208,122	0,7791,10708,13809	ENST00000375571.6_2	+	31407759	31438211	MAPRE1
chr20:33045195-33069011	chr20	33045195	33069011	+	882	exonic	8	84,129,73,72,89,160,134,141	0,4702,12657,14053,20381,22239,23208,23675	ENST00000374864.8_3	+	32951040	33099198	ITCH
chr20:33045195-33080402	chr20	33045195	33080402	+	1205	exonic	11	84,129,73,72,89,160,134,141,121,105,97	0,4702,12657,14053,20381,22239,23208,23675,31875,32431,35110	ENST00000374864.8_3	+	32951040	33099198	ITCH
chr20:34763473-34766594	chr20	34763473	34766594	+	312	exonic	3	164,105,43	0,2400,3078	ENST00000441639.5_2	+	34680631	34820721	EPB41L1
chr20:37756481-37769707	chr20	37756481	37769707	+	13226	other	1	13226	0	NA	NA	NA	NA	NA
chr20:42891870-42908261	chr20	42891870	42908261	+	877	exonic	3	97,115,665	0,1214,15726	ENST00000617075.4_1	+	42875738	42909557	GDAP1L1
chr20:43607084-43615937	chr20	43607084	43615937	+	408	exonic	3	128,115,165	0,3385,8688	ENST00000372806.8_2	+	43595152	43708662	STK4
chr20:47318006-47318535	chr20	47318006	47318535	+	529	intronic	1	529	0	ENST00000371941.4_2	-	47240789	47444536	PREX1
chr20:47567860-47582560	chr20	47567860	47582560	+	782	exonic	5	146,180,235,69,152	0,1381,2232,12506,14548	ENST00000371917.5_2	+	47538247	47653230	ARFGEF2
chr20:62079176-62082297	chr20	62079176	62082297	-	3121	other	1	3121	0	ENST00000436263.1_1	+	62079403	62080682	AL353658.1
chr21:17150223-17177577	chr21	17150223	17177577	+	511	exonic	4	123,163,87,138	0,13597,21852,27216	ENST00000400183.6_2	+	17102343	17252388	USP25
chr21:26793020-26802321	chr21	26793020	26802321	-	432	exonic	3	92,96,244	0,3845,9057	ENST00000332587.8_1	-	26758132	26804013	LINC00158
chr21:27326904-27328069	chr21	27326904	27328069	-	228	exonic	2	99,129	0,1036	ENST00000359726.7_1	-	27252861	27543446	APP
chr21:37759896-37775149	chr21	37759896	37775149	+	630	exonic	6	132,118,104,97,85,94	0,3952,6948,9816,11922,15159	ENST00000314103.6_2	+	37757689	37791313	CHAF1B
chr21:45201186-45202191	chr21	45201186	45202191	+	1005	other	1	1005	0	NA	NA	NA	NA	NA
chr22:18347665-18389652	chr22	18347665	18389652	-	41987	other	1	41987	0	ENST00000585038.1_1	-	18347380	18389640	MICAL3
chr22:29879364-29881836	chr22	29879364	29881836	+	324	exonic	2	199,125	0,2347	ENST00000310624.6_1	+	29876218	29887379	NEFH
chr22:33260902-33327466	chr22	33260902	33327466	-	341	exonic	3	89,160,92	0,4050,66472	ENST00000358763.6_1	-	32908538	33454358	SYN3
chr22:33260902-33402809	chr22	33260902	33402809	-	872	exonic	5	89,160,92,58,473	0,4050,66472,115727,141434	ENST00000358763.6_1	-	32908538	33454358	SYN3
chr22:34157358-34157545	chr22	34157358	34157545	-	187	exonic	1	187	0	ENST00000354992.6_1	-	33668846	34316409	LARGE1
chr22:47370186-47433094	chr22	47370186	47433094	+	313	exonic	3	109,76,128	0,23343,62780	ENST00000380995.5_1	+	47158513	47571342	TBC1D22A
chr3:9406700-9408669	chr3	9406700	9408669	+	382	exonic	2	304,78	0,1891	ENST00000345094.7_1	+	9404735	9428475	THUMPD3
chr3:44434347-44438326	chr3	44434347	44438326	+	312	exonic	3	122,98,92	0,3544,3887	ENST00000412611.6_1	+	44380248	44450943	TCAIM
chr3:49081823-49114471	chr3	49081823	49114471	-	1806	exonic	5	114,155,178,1029,330	0,2034,2678,12471,32318	ENST00000395443.7_2	-	49067139	49131504	QRICH1
chr3:54786626-54798378	chr3	54786626	54798378	+	212	exonic	2	78,134	0,11618	ENST00000474759.6_3	+	54156578	55108584	CACNA2D3
chr3:55922417-56001983	chr3	55922417	56001983	-	79566	other	1	79566	0	ENST00000288221.11_2	-	55542338	56502495	ERC2
chr3:56992851-57069204	chr3	56992851	57069204	-	310	exonic	3	66,155,89	0,48358,76264	ENST00000477833.5_1	-	56789008	57113357	ARHGEF3
chr3:64132506-64148805	chr3	64132506	64148805	-	1515	exonic	5	872,187,204,138,114	0,6351,10331,13109,16185	ENST00000295902.11_3	-	64079546	64431083	PRICKLE2
chr3:85932441-85985007	chr3	85932441	85985007	+	552	exonic	4	152,138,171,91	0,2898,29081,52475	ENST00000383699.7_2	+	85008131	86123579	CADM2
chr3:100951625-101038676	chr3	100951625	101038676	-	3147	exonic	14	210,220,1259,304,86,245,21,59,162,83,50,32,167,249	0,9906,10747,13020,20914,24747,34729,36733,40799,42881,43882,58697,71364,86802	ENST00000193391.8_2	-	100941389	101039419	IMPG2
chr3:106104497-106147785	chr3	106104497	106147785	-	43288	other	1	43288	0	NA	NA	NA	NA	NA
chr3:124193510-124281936	chr3	124193510	124281936	+	1150	exonic	9	69,90,93,112,191,102,143,103,247	0,2581,8144,13540,16030,16659,18076,21647,88179	ENST00000360013.7_3	+	123813557	124440035	KALRN
chr3:127965679-127983624	chr3	127965679	127983624	+	469	exonic	3	207,97,165	0,15291,17780	ENST00000254730.11_2	+	127872323	128127489	EEFSEC
chr3:130889617-130992418	chr3	130889617	130992418	+	433	exonic	4	114,161,61,97	0,57754,72662,102704	ENST00000383366.9_2	+	130745720	131069309	NEK11
chr3:133907681-133921718	chr3	133907681	133921718	-	458	exonic	4	86,126,101,145	0,3011,6244,13892	ENST00000623711.3_1	-	133875976	133969586	RYK
chr3:138038320-138043772	chr3	138038320	138043772	-	581	exonic	3	103,420,58	0,4696,5394	ENST00000488716.1_1	-	138038319	138048665	NME9
chr3:139894793-139944482	chr3	139894793	139944482	+	49689	other	1	49689	0	ENST00000458420.7_2	+	139654026	140296239	CLSTN2
chr3:141905294-141917775	chr3	141905294	141917775	-	269	exonic	3	61,76,132	0,1251,12349	ENST00000392993.7_3	-	141876368	141944427	GK5
chr3:141917644-141932443	chr3	141917644	141932443	-	301	exonic	3	131,94,76	0,5892,14723	ENST00000392993.7_3	-	141876368	141944427	GK5
chr3:153905474-153958368	chr3	153905474	153958368	+	812	exonic	6	152,130,75,90,155,210	0,3603,6958,30183,38170,52684	ENST00000356448.8_1	+	153838791	153975616	ARHGEF26
chr3:173525470-173525622	chr3	173525470	173525622	+	152	exonic	1	152	0	ENST00000457714.5_1	+	173116237	174004434	NLGN1
chr3:178577277-178721972	chr3	178577277	178721972	-	144695	other	1	144695	0	ENST00000652290.1_1	-	178677908	178789619	ZMAT3
chr3:185313499-185314555	chr3	185313499	185314555	+	1056	intronic	1	1056	0	ENST00000458551.1_1	+	185304085	185318613	SENP2
chr3:191074877-191109686	chr3	191074877	191109686	+	1536	exonic	11	62,127,91,118,528,116,45,105,80,107,157	0,909,3980,12830,17973,23070,23598,23739,25657,32407,34652	ENST00000392455.9_5	+	191047182	191116448	CCDC50
chr3:195015448-195053852	chr3	195015448	195053852	-	1191	exonic	11	92,185,92,70,209,106,101,52,113,75,96	0,988,2470,6855,7246,11791,12503,14066,25981,32165,38308	ENST00000326793.11_4	-	194995473	195163749	ACAP2
chr3:195800801-195802231	chr3	195800801	195802231	-	397	exonic	2	195,202	0,1228	ENST00000360110.9_3	-	195776154	195808961	TFRC
chr4:4762273-4764775	chr4	4762273	4764775	+	2502	other	1	2502	0	NA	NA	NA	NA	NA
chr4:13462323-13481150	chr4	13462323	13481150	-	315	exonic	3	129,89,97	0,13618,18730	ENST00000288723.8_1	-	13369347	13485989	RAB28
chr4:23121943-23124059	chr4	23121943	23124059	+	1169	exonic	3	96,1011,62	0,230,2054	ENST00000652324.1_1	+	22999157	23125110	AC097512.1
chr4:24572277-24578301	chr4	24572277	24578301	-	629	exonic	2	193,436	0,5588	ENST00000336812.5_2	-	24529097	24586177	DHX15
chr4:39871014-39905811	chr4	39871014	39905811	-	1271	exonic	11	68,159,124,161,106,116,140,49,82,114,152	0,3591,4894,7598,10333,20854,28994,29382,31031,32952,34645	ENST00000303538.13_2	-	39824482	39979531	PDS5A
chr4:57344545-57351030	chr4	57344545	57351030	+	443	exonic	4	124,58,132,129	0,212,4759,6356	ENST00000342756.10_2	+	57333501	57369847	SRP72
chr4:62812632-62813994	chr4	62812632	62813994	+	385	exonic	2	208,177	0,1185	ENST00000512091.6_2	+	62066975	62944053	ADGRL3
chr4:68284569-68286776	chr4	68284569	68286776	-	2207	other	1	2207	0	ENST00000503987.1_2	-	68284259	68286772	AC104806.2
chr4:68664357-68690013	chr4	68664357	68690013	+	25656	other	1	25656	0	ENST00000283916.10_1	-	68686593	68749750	TMPRSS11D
chr4:77565974-77568880	chr4	77565974	77568880	-	2906	other	1	2906	0	ENST00000497440.5_1	+	77357264	77566798	SHROOM3
chr4:86985419-86989108	chr4	86985419	86989108	-	307	exonic	2	124,183	0,3506	ENST00000641051.1_2	-	86935026	87515778	MAPK10
chr4:96171638-96256782	chr4	96171638	96256782	-	650	exonic	4	180,104,144,222	0,27771,51118,84922	ENST00000453304.6_2	-	96083654	96470124	UNC5C
chr4:105559055-105597343	chr4	105559055	105597343	+	38288	other	1	38288	0	ENST00000500179.1_1	+	105412121	105618749	CXXC4-AS1
chr4:146073693-146077148	chr4	146073693	146077148	-	338	exonic	4	94,65,118,61	0,2869,3027,3394	ENST00000455611.6_1	-	146031989	146100793	OTUD4
