seqnames	start	end	width	strand	CLR	lfc	pval	fdr	ENSEMBL	geneName
chr6	62362160	62390965	28806	-	0.167	-2.15570471178211	5.41785874420143e-05	0.000170679695564953	n/a	
chr14	66188493	66210193	21701	+	0.186	-1.99635526910834	5.46691296796276e-05	0.00017195298134619	ENSG00000033170	FUT8
chr10	117221451	117309046	87596	+	0.081	-2.4099190891253	5.52561939803644e-05	0.000173525366269567	ENSG00000107518	ATRNL1
chr1	117944808	118009049	64242	+	0.183	-1.62892291942773	5.54413220284449e-05	0.000173832554580526	ENSG00000198162	MAN1A2
chr13	76195899	76301234	105336	+	0.625	-1.90824283893536	5.60542251116009e-05	0.000175267939669227	ENSG00000261553	
chr12	42745687	42792796	47110	+	0.281	-1.5314535085031	5.60751770815155e-05	0.000175267939669227	ENSG00000134283	PPHLN1
chr1	245006437	245012158	5722	-	0.136	-2.58775374222253	5.69392434058795e-05	0.000177689707870072	ENSG00000153187	HNRNPU
chr13	101997617	102051516	53900	-	0.422	-2.0007475221259	5.71898209719287e-05	0.000178192384280298	ENSG00000102452	NALCN
chr10	21157593	21188379	30787	-	0.417	-1.83947537825846	5.86442035863086e-05	0.000182438452094282	ENSG00000078114	NEBL
chr1	78267016	78280916	13901	+	0.271	-1.58668930479721	5.88319397818084e-05	0.000182736961163152	ENSG00000180488	MIGA1
chrX	10031485	10066619	35135	+	0.615	-1.79048936343378	5.94069333944401e-05	0.000184235520854097	ENSG00000047644	WWC3
chr11	46098305	46113774	15470	-	0.865	-1.49317533928132	6.10562867483826e-05	0.000189056091626796	ENSG00000135365	PHF21A
chr2	223765392	223773868	8477	+	0.091	-1.95723602743732	6.12385945165866e-05	0.000189326151680938	ENSG00000123983	ACSL3
chr2	30748453	30756180	7728	+	0.292	-1.45870963467823	6.41645722288823e-05	0.000198064594275511	ENSG00000172954	LCLAT1
chr12	111991962	111993723	1762	-	0.295	1.68110178378416	6.64682996150503e-05	0.000204858180392516	ENSG00000204842	ATXN2
chr5	86627165	86633908	6744	+	0.151	-1.7304599140359	6.6948314775872e-05	0.000206018693537498	ENSG00000145715	RASA1
chr17	28811232	28847039	35808	+	0.242	-2.45765575743266	6.81923779755519e-05	0.000209523186032907	ENSG00000108587	GOSR1
chr6	7176888	7189555	12668	+	0.462	2.42633925937941	6.89077189678502e-05	0.000211143291605054	ENSG00000124782	RREB1
chr2	32703703	32718734	15032	+	0.093	-1.69171496207099	6.89317627038097e-05	0.000211143291605054	ENSG00000115760	BIRC6
chr18	29691717	29693823	2107	+	0.267	2.8505536452786	6.9071766255992e-05	0.000211247137658495	ENSG00000134758	RNF138
chr4	52729603	52758017	28415	+	0.614	-1.65274271450134	6.92789884176658e-05	0.000211555929355173	ENSG00000109184	DCUN1D4
chr8	101271335	101300495	29161	-	0.204	-1.82063646809891	7.05684184008151e-05	0.000215163431908151	ENSG00000034677	RNF19A
chr16	17448956	17451907	2952	-	0.526	-1.95955120524224	7.20689973705154e-05	0.000219402712178434	ENSG00000103489	XYLT1
chr9	20819795	20885229	65435	+	0.165	-2.1570260553004	7.30073381259101e-05	0.000221920015585782	ENSG00000188352	FOCAD
chr4	2986240	3031136	44897	+	0.898	-1.76490288544752	7.33822720354826e-05	0.000222719670156472	ENSG00000125388	GRK4
chr4	118974911	119036115	61205	+	0.209	-1.79138614458824	7.68533815500138e-05	0.000232899669202553	ENSG00000164100	NDST3
chr12	102173930	102183835	9906	-	0.176	-1.88574865989146	7.98980198997626e-05	0.000241529659689925	ENSG00000111670	GNPTAB
chr11	77404552	77413540	8989	-	0.101	-2.33297336162287	7.99437698320746e-05	0.000241529659689925	ENSG00000048649	RSF1
chr1	200729967	200784772	54806	+	0.255	-1.71339510576598	8.10194453999197e-05	0.000244408660289758	ENSG00000118200	CAMSAP2
chr7	22330794	22357656	26863	-	0.563	-2.35412260620922	8.4914495139956e-05	0.000255771194892061	ENSG00000136237	RAPGEF5
chr9	20715321	20789607	74287	+	0.326	-1.93330408906535	8.82573528109966e-05	0.000265438654753314	ENSG00000188352	FOCAD
chr7	37988442	37989994	1553	+	0.123	-2.25880205351212	9.40763767194765e-05	0.00028251292013345	ENSG00000086289	EPDR1
chr9	6849507	6893232	43726	+	0.172	-1.94528531446941	9.53419469095148e-05	0.000285882253459102	ENSG00000107077	KDM4C
chrX	6069036	6069812	777	-	0.275	-1.66689686799909	9.72007234644814e-05	0.000291017504387643	ENSG00000146938	NLGN4X
chr2	236649607	236659132	9526	+	0.204	-2.46837050849108	9.76313203221675e-05	0.000291867805948101	ENSG00000157985	AGAP1
chr4	20706089	20715162	9074	+	0.34	-1.98697390866721	9.86126055341689e-05	0.000294359366744423	ENSG00000163138	PACRGL
chr8	62593527	62596747	3221	-	0.059	1.61732891570051	9.93362763358065e-05	0.000296075638000885	ENSG00000198363	ASPH
chr7	66456124	66459328	3205	-	0.119	-1.65593381106855	9.98387062994739e-05	0.00029712834714836	ENSG00000126524	SBDS
chr20	40141485	40162209	20725	-	0.192	-1.59306446436294	0.000104500401229962	0.000310112760042435	ENSG00000124177	CHD6
chr3	35721279	35732497	11219	+	0.245	-1.84121533100646	0.000104513140124798	0.000310112760042435	ENSG00000172995	ARPP21
chr2	191765290	191796363	31074	+	0.051	-2.25339504305449	0.000108044873172617	0.000320115092986133	ENSG00000115419	GLS
chrX	120224253	120319697	95445	+	0.556	-1.76583286177078	0.000108339435293664	0.000320510870237274	n/a	
chr5	127449904	127477673	27770	+	0.094	-1.82064782280621	0.000113091234052715	0.000333907713147375	ENSG00000064651	SLC12A2
chr10	94653106	94679807	26702	+	0.186	-2.01282031923679	0.000113203267892756	0.000333907713147375	ENSG00000138190	EXOC6
chr1	38332131	38339760	7630	-	0.519	-2.47749299411636	0.000113426541046775	0.000334071365716166	ENSG00000204084	INPP5B
chr9	86294690	86301070	6381	-	0.175	-1.63244369626395	0.000116201249110295	0.000341738090071785	ENSG00000135018	UBQLN1
chr2	40387905	40405633	17729	-	0.095	-1.6284398763933	0.000117779852744125	0.000345869744562763	ENSG00000183023	SLC8A1
chr2	128520636	128528578	7943	-	0.098	-1.87720281565546	0.000120105653589808	0.000352180200732411	ENSG00000136709	WDR33
chr18	19345733	19359646	13914	+	0.697	-1.69310419356119	0.000120764524585906	0.000353591424191969	ENSG00000101752	MIB1
chr20	46252655	46262380	9726	+	0.302	-1.33009763307269	0.000121078327458199	0.000353716260604925	ENSG00000124151	NCOA3
chr6	136704809	136710655	5847	-	0.269	-2.22885022460898	0.000121162476008317	0.000353716260604925	ENSG00000135525	MAP7
chrX	79962926	79975155	12230	-	0.581	-1.58201549454327	0.000121495115928209	0.000354168046578424	ENSG00000165288	BRWD3
chr15	71211389	71276596	65208	+	0.196	-1.96866887425901	0.000121760041246701	0.000354421406611376	ENSG00000137821	LRRC49
chr19	37117032	37118448	1417	+	0.36	-1.89575888618796	0.000122388823064125	0.000355731601052078	ENSG00000161298	ZNF382
chr6	136472298	136476896	4599	+	0.5	-2.2705792891801	0.000122648281058866	0.000355966075201462	ENSG00000171408	PDE7B
chr1	44877653	44878394	742	+	0.375	2.0145081088526	0.000124626850589506	0.000361182037152411	ENSG00000187147	RNF220
chr7	65592691	65599361	6671	+	0.176	2.3254875044233	0.000125386254054467	0.000362854697416342	ENSG00000249319	
chr5	109103236	109159538	56303	+	0.256	-2.09215894267273	0.000126032582065679	0.00036419574875583	ENSG00000112893	MAN2A1
chr16	29917109	29917448	340	+	0.444	-2.18799236151352	0.000128908314207978	0.000371965874765339	ENSG00000174939	ASPHD1
chr12	99192712	99225914	33203	-	0.095	-1.91510633128125	0.000129627741464037	0.000373500482279157	ENSG00000185046	ANKS1B
chr6	62316195	62407158	90964	-	0.381	-1.96026406090433	0.000130698471392444	0.000376041411188375	n/a	
chr18	48189277	48190874	1598	+	0.308	-1.70057666288463	0.000131895632284998	0.000378938245136263	ENSG00000141639	MAPK4
chr3	129546646	129551669	5024	-	0.575	-1.58341687927263	0.0001362648568042	0.000390926988324442	ENSG00000172765	TMCC1
chr15	35207239	35219339	12101	-	0.091	-1.77015723489755	0.000137937600964099	0.000395156494272692	ENSG00000021776	AQR
chr3	169863211	169867032	3822	-	0.3	1.29488350612834	0.000139390523977189	0.000398745019020953	ENSG00000173889	PHC3
chr8	52773405	52773806	402	-	0.38	1.3377439700299	0.000140085538226559	0.000399683211756065	ENSG00000168300	PCMTD1
chr6	102247523	102266358	18836	+	0.136	-2.79984062530472	0.000140119980816541	0.000399683211756065	ENSG00000164418	GRIK2
chr16	48311249	48337216	25968	+	0.07	-1.76122380290484	0.000142887193453109	0.000406993422267726	ENSG00000102910	LONP2
chr10	43650345	43671480	21136	+	0.722	-1.77892251846722	0.000147640313828225	0.000419931235474279	ENSG00000169826	CSGALNACT2
chr10	112723883	112745523	21641	+	0.473	-1.42049708710931	0.000148961290080283	0.000423084063551846	ENSG00000108061	SHOC2
chr14	73614503	73614802	300	+	0.119	1.87648492901602	0.000155105204795027	0.0004399066420896	ENSG00000080815	PSEN1
chr19	18650181	18650530	350	-	0.281	-1.9040574508723	0.000160113309415985	0.000453166735164828	ENSG00000105701	FKBP8
chr11	120343759	120348235	4477	+	0.224	-1.60052502735836	0.000160235751660492	0.000453166735164828	ENSG00000196914	ARHGEF12
chr11	103173822	103229087	55266	+	0.415	-1.67235334493114	0.000162959354711451	0.000460215709546808	ENSG00000187240	DYNC2H1
chr5	83356119	83362425	6307	-	0.125	-1.88374443374915	0.000169168096438569	0.000477073201146162	ENSG00000164176	EDIL3
chr10	32740520	32762951	22432	+	0.521	-1.62663030390582	0.00016946732221406	0.000477241072882876	ENSG00000216937	CCDC7
chr10	61844360	61845011	652	-	0.146	-2.28844155537284	0.000172405891108278	0.000484830690955624	ENSG00000151150	ANK3
chr16	53907698	53968021	60324	+	0.062	-1.34851235371138	0.000173104269806254	0.000486108041162555	ENSG00000140718	FTO
chr4	144464662	144465125	464	+	0.813	-0.889827570415017	0.000174371773503074	0.000488977747950171	ENSG00000153147	SMARCA5
chr3	196846281	196869639	23359	-	0.043	-1.98676316286016	0.000177090091080429	0.000495902069396812	ENSG00000075711	DLG1
chr8	106431372	106573709	142338	+	0.118	-2.05539835385082	0.000179946558652019	0.000503193256005857	ENSG00000169946	ZFPM2
chr6	24416625	24418806	2182	+	0.364	-1.96803237398035	0.000180354154299237	0.000503625695946396	ENSG00000124532	MRS2
chr10	13169745	13178897	9153	+	0.193	-1.660218838513	0.000182614553130745	0.000509223494794558	ENSG00000123240	OPTN
chr10	32854486	32873232	18747	+	0.273	-1.29043633744765	0.000185706963429547	0.000517122467396124	ENSG00000216937	CCDC7
chr9	103261047	103312442	51396	+	0.15	-1.60287219457963	0.000187000571600692	0.000519997399520919	ENSG00000241697	TMEFF1
chr6	62362160	62442669	80510	-	0.279	-1.90083233386918	0.000187991604654816	0.000521671494554327	n/a	
chr4	54292039	54294350	2312	+	0.059	2.30963806948411	0.000188126636408843	0.000521671494554327	ENSG00000145216	FIP1L1
chr6	117010483	117013555	3073	+	0.114	1.20444734292485	0.000189876315079552	0.000525791019921262	ENSG00000196911	KPNA5
chr1	92798948	92846430	47483	+	0.469	-1.26501580252608	0.00019149840803635	0.00052954629222274	ENSG00000122484	RPAP2
chr18	48444480	48466756	22277	+	0.653	-2.21062079789503	0.000192040218008804	0.000530308008398792	ENSG00000082212	ME2
chr3	55922417	55984588	62172	-	0.221	-2.25172523510809	0.000195403535108258	0.000538441964088824	ENSG00000187672	ERC2
chr3	57276884	57282379	5496	+	0.331	-1.35903648846202	0.000195526639897649	0.000538441964088824	ENSG00000157500	APPL1
chr8	141828376	141889736	61361	-	0.074	-2.03952191496128	0.000200581538767401	0.000551599231610354	ENSG00000169398	PTK2
chr2	72945232	72960247	15016	-	0.754	-1.19908946860763	0.000206025220470845	0.000565787881320624	ENSG00000144036	EXOC6B
chr1	155823067	155823597	531	-	0.528	0.959658288081159	0.000211116050968991	0.000578969776142233	ENSG00000116580	GON4L
chr8	133848785	133856563	7779	+	0.55	-1.80938075623477	0.000220002784273441	0.000602511063945559	ENSG00000129292	PHF20L1
chr9	23762004	23765097	3094	-	0.15	-2.09924014173396	0.00022302794482793	0.000609956920539022	ENSG00000107105	ELAVL2
chr22	32874968	32881196	6229	+	0.301	-1.34809633376842	0.000227594056880523	0.000621590901576299	ENSG00000100225	FBXO7
chr15	72300167	72320134	19968	-	0.171	-1.84876164666271	0.000229667781685376	0.000626395278541896	ENSG00000066933	MYO9A
chr1	40654727	40668286	13560	+	0.517	-1.36637466147397	0.000231350508995534	0.000630121564172514	ENSG00000117000	RLF
chr2	168869144	168873605	4462	-	0.209	-1.81523704794751	0.000234833931756562	0.000638735461922561	ENSG00000198648	STK39
chr4	52729603	52765544	35942	+	0.26	-1.27661855144643	0.000235949747747195	0.000640894880988629	ENSG00000109184	DCUN1D4
chr1	76205665	76216231	10567	+	0.142	-1.88398460500101	0.000243166156577201	0.000659596481941698	ENSG00000117054	ACADM
chr12	52139687	52145377	5691	+	0.087	-1.73536280161095	0.000246907644199576	0.000667884001356678	ENSG00000196876.9	
chr5	79745410	79770649	25240	+	0.617	-1.83907733853984	0.000246943381519414	0.000667884001356678	ENSG00000039319	ZFYVE16
chr20	30954187	30959677	5491	+	0.75	1.79945579454055	0.000247227779507721	0.000667884001356678	ENSG00000171456	ASXL1
chr6	158733083	158735300	2218	+	0.624	-1.1288623932069	0.000249702854685708	0.000673656346448842	ENSG00000130338	TULP4
chr5	56542127	56546968	4842	+	0.17	-1.29558796705689	0.000251570145808165	0.000677775589044731	ENSG00000062194	GPBP1
chr16	19627436	19659204	31769	+	0.262	-1.4000416056643	0.000254023269708155	0.000683459905390456	ENSG00000103544	VPS35L
chr14	66028055	66096324	68270	+	0.106	-1.89944354508467	0.000256986607532419	0.000690460936587759	ENSG00000033170	FUT8
chr1	178425856	178436556	10701	+	0.125	-1.80775304747383	0.00025760933137787	0.000690460936587759	ENSG00000075391	RASAL2
chrX	32305646	32366645	61000	-	0.345	-1.60878475559103	0.000257665733744201	0.000690460936587759	ENSG00000198947	DMD
chr18	8113484	8143777	30294	+	0.211	-1.65673602303958	0.000260435727769775	0.000696945610201104	ENSG00000173482	PTPRM
chr2	125530376	125555897	25522	+	0.146	-2.29633186352015	0.000261070146317476	0.000697705585661871	ENSG00000155052	CNTNAP5
chr2	203620261	203624076	3816	+	0.545	-1.62854593773261	0.000262426679361353	0.00070039077561455	ENSG00000138439	FAM117B
chr3	196118684	196129890	11207	-	0.435	1.37437146003143	0.000263135832340148	0.000701343296103392	ENSG00000163960	UBXN7
chr19	58772217	58775042	2826	+	0.537	-2.39094564770461	0.000265675173323975	0.000707164799582932	ENSG00000198131	ZNF544
chr12	112371690	112381173	9484	-	0.723	-1.48874176757519	0.000270740899428209	0.000719686422912634	ENSG00000198270	TMEM116
chr8	95879368	95888717	9350	+	0.4	-1.54451160017155	0.000277719717341118	0.000737253276301555	ENSG00000164941	INTS8
chr21	16386665	16415895	29231	-	0.118	2.29058168362573	0.000282081280772415	0.000747834660476537	ENSG00000180530	NRIP1
chr2	70406664	70409129	2466	-	0.5	-1.82699275782019	0.000282737660210199	0.00074833068129741	ENSG00000115998	C2orf42
chr10	21169723	21188379	18657	-	0.324	-1.73242841372351	0.000283020091922125	0.00074833068129741	ENSG00000078114	NEBL
chr5	22799101	22810818	11718	-	0.941	-1.89838735291276	0.000284013595545669	0.000749961629617277	ENSG00000154162	CDH12
chr15	93552375	93563488	11114	+	0.091	-1.49925276096124	0.000288658537066547	0.000760443270543174	ENSG00000173575	CHD2
chr6	136698893	136710655	11763	-	0.108	-1.83600284344407	0.000288746917393591	0.000760443270543174	ENSG00000135525	MAP7
chr7	70227856	70236630	8775	+	0.571	2.62550869657866	0.000292816327897527	0.000770141755408159	ENSG00000158321	AUTS2
chr17	29061915	29111910	49996	+	0.6	-1.56200435955943	0.000296445558370966	0.000778658452132708	ENSG00000264538	
chr15	50875286	50884823	9538	-	0.233	-1.79956840208336	0.00030281450584254	0.000794339500833329	ENSG00000092439	TRPM7
chr13	101997617	102031004	33388	-	0.172	-1.65991121981478	0.000303581927069379	0.000794468315486314	ENSG00000102452	NALCN
chr8	141840571	141900868	60298	-	0.126	-1.28757760474569	0.000303661671564583	0.000794468315486314	ENSG00000169398	PTK2
chr7	42063067	42088295	25229	-	0.714	2.24303589425202	0.000304847994932552	0.000796525404082298	ENSG00000106571	GLI3
chr8	42202471	42214910	12440	+	0.145	-2.78049515922311	0.000306142343832651	0.000798858986331334	ENSG00000070501	POLB
chr11	22696396	22777499	81104	+	0.9	-1.84255169281506	0.000313580256304894	0.000817196715056341	ENSG00000148935	GAS2
chr10	128192526	128202508	9983	-	0.2	-1.67065022867859	0.000317484483543798	0.000826289682007453	ENSG00000154493	C10orf90
chr15	77759437	77764156	4720	+	0.329	-1.81578706721113	0.000318947804845854	0.000829014464031457	ENSG00000140382	HMG20A
chr12	109046048	109048186	2139	-	0.532	1.07974557869384	0.000323871788783206	0.000840715425641934	ENSG00000110880	CORO1C
chr19	11833769	11836142	2374	-	0.667	-1.72430724823404	0.000327781669952326	0.000849756907389429	ENSG00000197933	ZNF823
chr6	69640451	69666701	26251	+	0.215	-1.72525494145289	0.000333029655866693	0.000862239330078785	ENSG00000135298	ADGRB3
chr15	90760671	90764997	4327	+	0.308	-1.6980382074066	0.000333688806291729	0.000862823913411471	ENSG00000185033	SEMA4B
chr9	88200378	88248289	47912	-	0.205	-1.69761053866678	0.000335946790959106	0.000867535746821764	ENSG00000135049	AGTPBP1
chr12	116534474	116549317	14844	-	0.119	1.74901452041598	0.000336473233108182	0.000867769698339885	ENSG00000123066	MED13L
chr2	148653870	148657467	3598	+	0.789	-1.05618653688191	0.000350428603638951	0.000902591655685836	ENSG00000121989	ACVR2A
chr10	78704531	78729825	25295	-	0.245	-2.05100573932366	0.000358882981052789	0.000923173146351554	ENSG00000156113	KCNMA1
chr18	6237963	6312055	74093	-	0.211	-1.8823848037181	0.000359525667512941	0.000923633037442923	ENSG00000154655	L3MBTL4
chr1	35824526	35827390	2865	+	0.838	-1.11603723964802	0.000365084072716067	0.0009367041092496	ENSG00000146463	ZMYM4
chr12	28458582	28460682	2101	+	0.491	-1.46996806201128	0.000366838429344449	0.000939993967599481	ENSG00000123106	CCDC91
chr2	136360070	136362586	2517	+	0.103	-1.48128122286399	0.000371302152153352	0.000950208978068541	ENSG00000048991	R3HDM1
chr11	64453118	64453419	302	-	0.112	-2.13551863662898	0.000375135701423805	0.000958787139325797	ENSG00000110076	NRXN2
chr19	17387304	17387718	415	+	0.124	1.26429113698706	0.000376013677378889	0.000959799014950472	ENSG00000269307	
chr14	31596991	31602881	5891	-	0.159	-1.55615265865689	0.000378750469124016	0.000965546970583759	ENSG00000092148	HECTD1
chr10	32751611	32873232	121622	+	0.196	-1.74496848981076	0.000383020621120024	0.00097518421566492	ENSG00000216937	CCDC7
chr11	77330651	77340944	10294	-	0.75	-1.20997379993953	0.000387862330698824	0.000986250192109015	ENSG00000074201	CLNS1A
chr1	243708812	243778463	69652	-	0.034	-1.73952095599814	0.000390498098426789	0.000991685859652724	ENSG00000117020	AKT3
chr11	92085262	92088570	3309	+	0.808	-1.47260117557542	0.000396546909053553	0.00100576419863137	ENSG00000165323	FAT3
chr7	33388680	33427756	39077	+	0.276	1.92311330222018	0.000400368960966014	0.00101416615939356	ENSG00000122507	BBS9
chr1	63269390	63307218	37829	+	0.407	-1.5297985175951	0.000407523903624396	0.00103097851603071	ENSG00000125703	ATG4C
chr2	177161588	177202305	40718	+	0.361	-1.60458080797179	0.000408316133991118	0.00103167185631512	ENSG00000128654	MTX2
chr3	49372453	49373029	577	-	0.167	2.01719151190417	0.000421780392181958	0.00106434063477095	ENSG00000114316	USP4
chr9	86279945	86292876	12932	-	0.07	-1.57785652639078	0.000425379717896823	0.00107206458016782	ENSG00000135018	UBQLN1
chr14	31404369	31425448	21080	-	0.241	-1.57269442865985	0.000440579018483151	0.0011089669099873	ENSG00000196792	STRN3
chr14	50262509	50298079	35571	-	0.222	-1.81473863017578	0.000446696554207774	0.00112294550432788	ENSG00000165525	NEMF
chr19	57088081	57089646	1566	+	0.714	-1.92954618086126	0.000448574564687558	0.00112624458801126	ENSG00000197016	ZNF470
chr7	40027198	40102699	75502	+	0.273	-1.4970524647298	0.000451555264739527	0.00113230041825743	ENSG00000065883	CDK13
chr14	50616726	50616948	223	-	0.133	1.30635366167486	0.000455423851132641	0.00114056463849697	ENSG00000100485	SOS2
chr2	154757449	154801152	43704	+	0.266	-1.88543266293512	0.000463880012958606	0.00116028279623189	ENSG00000144278	GALNT13
chr4	15626875	15646331	19457	-	0.09	-1.69436548155979	0.000498044117004843	0.00124417294473857	ENSG00000118564	FBXL5
chr1	41578955	41608784	29830	-	0.273	-1.67157636640316	0.000501674916744782	0.00125167263062514	ENSG00000010803	SCMH1
chr13	100953714	101101559	147846	+	0.188	-1.94457593267632	0.000504804524188	0.00125790464037335	ENSG00000175198	PCCA
chr12	1289706	1299218	9513	+	0.157	-1.63552438882736	0.000509125374777053	0.00126708577647639	ENSG00000082805	ERC1
chr7	158566032	158591763	25732	-	0.265	-1.59940681664207	0.000516495693031794	0.00128382387618764	ENSG00000117868	ESYT2
chr8	478895	481576	2682	-	0.824	-2.01419332689997	0.000517218149064458	0.00128401662691688	ENSG00000180190	TDRP
chr13	28830429	28835595	5167	+	0.321	-1.33413733124627	0.000521151978751296	0.00129217134457513	ENSG00000152520	PAN3
chr18	9204474	9221997	17524	+	0.122	-1.22357661766066	0.000541933033539615	0.00134202570867832	ENSG00000101745	ANKRD12
chr3	47466975	47470160	3186	-	0.291	-1.99349994058797	0.000548272667558926	0.00135603836162711	ENSG00000114650	SCAP
chr16	53289512	53308214	18703	+	0.18	-1.76646540116754	0.000549408331812885	0.00135716127622761	ENSG00000177200	CHD9
chr8	141799573	141889736	90164	-	0.043	-1.6421538519429	0.00055563776442769	0.00137084856130797	ENSG00000169398	PTK2
chr1	155644801	155649303	4503	-	0.566	-0.983713397855441	0.000560094686465088	0.00137971152763007	ENSG00000163374	YY1AP1
chr2	71653590	71654544	955	+	0.118	-1.35559955909141	0.00056061608531026	0.00137971152763007	ENSG00000075292	ZNF638
chr3	155611307	155629068	17762	+	0.105	-1.92181423103334	0.000563058027941173	0.00138401053534676	ENSG00000163655	GMPS
chr1	201821232	201828122	6891	+	0.244	-1.35464593648417	0.000570094751745216	0.00139957910077031	ENSG00000198700	IPO9
chr1	44773982	44804994	31013	-	0.265	-1.3150406037899	0.000575567201149184	0.00141127376537934	ENSG00000117419	ERI3
chr4	129913322	129925031	11710	-	0.716	0.925241151728258	0.000579033281733766	0.00141802615489782	ENSG00000151466	SCLT1
chr1	84644860	84701047	56188	+	0.02	-1.84718530724751	0.000583928994658695	0.00142825875720573	ENSG00000142875	PRKACB
chr12	46622936	46637097	14162	-	0.311	-1.35901963354172	0.000596634542786968	0.001457545245017	ENSG00000111371	SLC38A1
chr10	117185760	117228839	43080	+	0.026	-1.69659966272515	0.000599442809310942	0.00146261107026726	ENSG00000107518	ATRNL1
chr6	42790534	42797910	7377	+	0.208	-1.96337893921601	0.000600481087409813	0.00146335109551155	ENSG00000112624	BICRAL
chr7	14712554	14741355	28802	-	0.075	-1.53334174336799	0.000604630957300644	0.00147166288017797	ENSG00000136267	DGKB
chr8	141745350	141762415	17066	-	0.147	-1.63069754761129	0.000606709256085415	0.0014745627206525	ENSG00000169398	PTK2
chr1	46521467	46546422	24956	-	0.263	-1.52722312227308	0.000607303581584656	0.0014745627206525	ENSG00000117461	PIK3R3
chr13	100909849	100925600	15752	+	0.565	-1.33027875172446	0.000610643120047333	0.00148086534959104	ENSG00000175198	PCCA
chr3	57276884	57301820	24937	+	0.333	-1.77743417513995	0.000615263241726049	0.00149025439693013	ENSG00000157500	APPL1
chr1	8601273	8617582	16310	-	0.471	-1.37523917912738	0.000622423292075537	0.00150404782028622	ENSG00000142599	RERE
chr19	52876364	52896041	19678	+	0.214	-1.91950503257124	0.000622468811610167	0.00150404782028622	n/a	
chr17	11958206	12016677	58472	+	0.6	-1.49237161720928	0.000624734405617935	0.00150769236555795	ENSG00000065559	MAP2K4
chr6	69723930	69785930	62001	+	0.45	-1.84989784048333	0.000635789746382068	0.00153127579369438	ENSG00000135298	ADGRB3
chr1	84376848	84412965	36118	-	0.396	-2.08141739244496	0.000636044742031771	0.00153127579369438	ENSG00000137941	TTLL7
chr10	225934	295028	69095	+	0.197	-1.85779249613449	0.000648554108214027	0.00155950631576585	ENSG00000015171	ZMYND11
chr6	131466425	131490413	23989	+	0.848	-1.47095817745274	0.000671766527622642	0.00161337413328912	ENSG00000118507	AKAP7
chr12	69644909	69656342	11434	+	0.245	2.40647066729705	0.000679588840900431	0.00163019443642501	ENSG00000111605	CPSF6
chr5	170610199	170632616	22418	+	0.727	-1.50650566583528	0.000683953676091109	0.00163869045619422	ENSG00000204764	RANBP17
chr1	243708812	243859018	150207	-	0.12	-1.55566339662885	0.00069458350263956	0.00166215835787904	ENSG00000117020	AKT3
chr17	4186093	4210418	24326	-	0.219	-1.16744232374094	0.000704290560073889	0.00168336435186928	ENSG00000132388	UBE2G1
chr20	41671682	41675650	3969	-	0.75	-2.06033316781944	0.000707333512841816	0.00168861034060918	ENSG00000196090	PTPRT
chr12	110922883	110925748	2866	+	0.217	-1.43103321852238	0.000714544412498437	0.00170378194644837	ENSG00000204856	FAM216A
chr4	30921775	30951837	30063	+	0.114	-1.79258619596636	0.000751017938782269	0.00178755109485608	ENSG00000169851	PCDH7
chr1	33760538	33760906	369	+	0.174	1.13247036847834	0.000751786083745912	0.00178755109485608	ENSG00000160094	ZNF362
chr14	99924616	99932150	7535	-	0.664	-1.03638742638345	0.000752369571817877	0.00178755109485608	ENSG00000183576	SETD3
chr1	230798887	230807386	8500	+	0.209	-1.40821962029783	0.000756648020339654	0.00179557355005513	ENSG00000135775	COG2
chr1	205585606	205593019	7414	-	0.636	1.03175958678356	0.00075795400924161	0.00179653146714291	ENSG00000158711	ELK4
chr6	76344423	76388643	44221	+	0.58	-1.8649293873142	0.000759153250516282	0.00179723438974782	ENSG00000112701	SENP6
chr20	57014001	57016139	2139	+	0.29	1.08342742945131	0.000760649737569505	0.00179863851247136	ENSG00000124164	VAPB
chr16	56385296	56388993	3698	+	0.141	-1.56225187759392	0.000777359411277277	0.00183596985510446	ENSG00000087258	GNAO1
chr5	87577859	87588460	10602	+	0.489	-1.30438331959161	0.000782513815428548	0.00184595379919223	ENSG00000247828	TMEM161B-AS1
chr2	10784446	10808849	24404	-	0.111	-1.44474979426778	0.000816928886529804	0.00192485847701875	ENSG00000115761	NOL10
chr6	69943182	69949118	5937	+	0.448	-1.66899852433755	0.000818210594590114	0.00192559963809565	ENSG00000135298	ADGRB3
chr5	87516380	87541609	25230	-	0.766	-1.2414913642514	0.000837976959609859	0.00196978999596603	ENSG00000164180	TMEM161B
chr1	233296029	233344435	48407	-	0.133	-1.79294602663414	0.000843591677301393	0.00198064979894702	ENSG00000135749	PCNX2
chr15	84228005	84245493	17489	+	0.15	-1.53548572820748	0.000862479900410261	0.0020226118748137	ENSG00000140600	SH3GL3
chr9	96233423	96261168	27746	+	0.674	-1.12205083668736	0.000867732678485552	0.00203253619160557	ENSG00000048828	FAM120A
chr10	116873772	116931050	57279	+	0.038	-2.03169247087363	0.000873410530840553	0.0020434316884883	ENSG00000107518	ATRNL1
chr1	241031887	241033419	1533	-	0.098	-1.6579943980042	0.000875995332052984	0.00204707359872945	ENSG00000182901	RGS7
chr10	116879949	116889297	9349	+	0.152	-1.58835296369983	0.000878450111046827	0.00205040348311164	ENSG00000107518	ATRNL1
