circBase ID,circBank ID,riboCIRC ID,riboCIRC ORF ID,ORF Length,Host_Gene,Refseq,Hg19,Hg38,Strand,GPL19978_GPL21825,GPL19978_GPL21825_Probe,Spliced Seq Length,Annotation
hsa_circ_0042801,hsa_circSSH2_043,N/A,N/A,N/A,SSH2,NM_033389,chr17:27975161-27994241,chr17:29648143-29667223,-,N/A,N/A,618,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0106565,hsa_circNF1_042,N/A,N/A,N/A,NF1,NM_001042492,chr17:29533257-29546136,chr17:31206239-31219118,+,N/A,N/A,381,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0047734,hsa_circTCF4_007,N/A,N/A,N/A,TCF4,NM_001083962,chr18:53017589-53131368,chr18:55350358-55464137,-,N/A,N/A,404,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0049024,hsa_circTIMM44_002,N/A,N/A,N/A,TIMM44,NM_006351,chr19:8002911-8006082,chr19:7938026-7941197,-,N/A,N/A,267,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0109179,hsa_circBRD4_003,N/A,N/A,N/A,BRD4,ENST00000263377.2,chr19:15378226-15383944,chr19:15267415-15273133,-,N/A,N/A,593,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON, UTR5"
hsa_circ_0006526,hsa_circROCK2_005,hsa_circROCK2_002,hsa_circROCK2_002_INF,122,ROCK2,NM_004850,chr2:11426664-11427862,chr2:11286538-11287736,-,hsa_circRNA_006526,ASCRP3013253,183,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0119556,hsa_circNCOA1_009,N/A,N/A,N/A,NCOA1,ENST00000405141.1,chr2:24777257-24816590,chr2:24554388-24593721,+,N/A,N/A,9567,"ALT_DONOR, coding, INTERNAL, intronic, OVERLAPTX, OVEXON, UTR5"
hsa_circ_0005968,hsa_circNCOA1_022,N/A,N/A,N/A,NCOA1,NM_147223,chr2:24787163-24807429,chr2:24564294-24584560,+,N/A,N/A,20266,"ALT_ACCEPTOR, coding, OVEXON, upstream_start, UTR5"
hsa_circ_0054552,hsa_circPSME4_021,N/A,N/A,N/A,PSME4,NM_014614,chr2:54146287-54154620,chr2:53919150-53927483,-,N/A,N/A,1013,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0008382,hsa_circSP140L_004,N/A,N/A,N/A,SP140L,NM_138402,chr2:231222519-231226412,chr2:230357804-230361697,+,hsa_circRNA_008382,ASCRP3009107,416,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0005154,hsa_circSEPT2_008,N/A,N/A,N/A,SEPT2,NM_001008491,chr2:242265407-242275513,chr2:241325992-241336098,+,hsa_circRNA_102968,ASCRP3010145,332,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0116784,hsa_circATXN10_035,N/A,N/A,N/A,ATXN10,NM_013236,chr22:46202838-46239613,chr22:45806958-45843733,+,N/A,N/A,317,"ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR3"
hsa_circ_0001266,hsa_circFANCD2_010,N/A,N/A,N/A,FANCD2,NM_001018115,chr3:10077970-10081529,chr3:10036286-10039845,+,hsa_circRNA_001266,ASCRP3008725,257,"ANNOTATED, CDS, coding, INTERNAL"
hsa_circ_0066147,hsa_circSFMBT1_013,hsa_circSFMBT1_001,hsa_circSFMBT1_001_76,77,SFMBT1,NM_001005159,chr3:52960046-52962357,chr3:52926030-52928341,-,hsa_circRNA_103390,ASCRP3004179,234,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0066147,hsa_circSFMBT1_013,hsa_circSFMBT1_001,hsa_circSFMBT1_001_INF,156,SFMBT1,NM_001005159,chr3:52960046-52962357,chr3:52926030-52928341,-,hsa_circRNA_103390,ASCRP3004179,234,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0005842,hsa_circLPP_021,N/A,N/A,N/A,LPP,NM_005578,chr3:188476419-188478070,chr3:188758631-188760282,+,N/A,N/A,1651,"ALT_ACCEPTOR, CDS, coding, INTERNAL, intronic, OVCODE, OVEXON"
hsa_circ_0126121,hsa_circFAM193A_028,N/A,N/A,N/A,FAM193A,ENST00000324666.5,chr4:2701406-2717831,chr4:2699679-2716104,+,N/A,N/A,1070,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0126012,hsa_circGPR125_025,N/A,N/A,N/A,GPR125,NM_145290,chr4:22342642-22394313,chr4:22341019-22392690,-,N/A,N/A,48170,"ALT_DONOR, CDS, coding, downstream_end, OVCODE, OVERLAPTX, OVEXON, UTR3"
hsa_circ_0126082,hsa_circTBC1D19_002,N/A,N/A,N/A,TBC1D19,ENST00000264866.4,chr4:26614790-26641809,chr4:26613168-26640187,+,N/A,N/A,381,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0069885,hsa_circUBA6_024,N/A,N/A,N/A,UBA6,NM_018227,chr4:68499062-68527973,chr4:67633344-67662255,-,N/A,N/A,1105,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0126898,hsa_circSLC4A4_007,N/A,N/A,N/A,SLC4A4,NM_001098484,chr4:72244435-72263370,chr4:71378718-71397653,+,N/A,N/A,18935,"ALT_ACCEPTOR, CDS, coding, INTERNAL, intronic, OVCODE, OVEXON"
hsa_circ_0070471,hsa_circPDLIM5_012,N/A,N/A,N/A,PDLIM5,NM_006457,chr4:95506715-95539342,chr4:94585564-94618191,+,N/A,N/A,398,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0128999,hsa_circC5orf42_033,N/A,N/A,N/A,C5orf42,ENST00000274258.7,chr5:37226405-37231151,chr5:37226303-37231049,-,N/A,N/A,1353,"ANNOTATED, coding, INTERNAL, OVCODE, OVEXON, UTR5"
hsa_circ_0132328,hsa_circMYO6_004,N/A,N/A,N/A,MYO6,ENST00000369981.3,chr6:76532498-76542664,chr6:75822781-75832947,+,N/A,N/A,380,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0078347,hsa_circCNKSR3_014,N/A,N/A,N/A,CNKSR3,NM_173515,chr6:154743639-154754641,chr6:154422505-154433507,-,N/A,N/A,438,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0134918,hsa_circDMTF1_002,N/A,N/A,N/A,DMTF1,ENST00000580710.1,chr7:86792554-86815296,chr7:87163238-87185980,+,N/A,N/A,22580,"ALT_DONOR, downstream_end, ncRNA, OVCODE, OVEXON"
hsa_circ_0081651,hsa_circLOC100630923_007,N/A,N/A,N/A,LOC100630923,NR_038967,chr7:102038066-102040095,chr7:102397619-102399648,+,N/A,N/A,180,"ANNOTATED, INTERNAL, ncRNA, OVCODE, OVEXON"
hsa_circ_0132823,hsa_circPRKRIP1_005,N/A,N/A,N/A,PRKRIP1,ENST00000496391.1,chr7:102039994-102045130,chr7:102399547-102404683,+,N/A,N/A,187,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0083383,hsa_circDLC1_011,N/A,N/A,N/A,DLC1,NM_182643,chr8:12955907-12958279,chr8:13098398-13100770,-,N/A,N/A,1601,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0008574,hsa_circCDKN2B-AS_005,N/A,N/A,N/A,CDKN2B-AS,NR_003529,chr9:22046749-22056386,chr9:22046750-22056387,+,N/A,N/A,409,"ANNOTATED, INTERNAL, ncRNA, OVEXON"
hsa_circ_0005840,hsa_circRBBP7_003,N/A,N/A,N/A,RBBP7,NM_002893,chrX:16875716-16881223,chrX:16857593-16863100,-,hsa_circRNA_005840,ASCRP3011404,436,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0013330,hsa_circCDC14A_014,N/A,N/A,N/A,CDC14A,NM_003672,chr1:100960373-100964818,chr1:100494817-100499262,+,N/A,N/A,618,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0110873,hsa_circASH1L_056,N/A,N/A,N/A,ASH1L,ENST00000368346.3,chr1:155327106-155327540,chr1:155357315-155357749,-,N/A,N/A,260,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0003820,hsa_circCDC73_027,N/A,N/A,N/A,CDC73,NM_024529,chr1:193202122-193205486,chr1:193232992-193236356,+,N/A,N/A,263,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0112334,hsa_circNUP133_021,N/A,N/A,N/A,NUP133,NM_018230,chr1:229602380-229634053,chr1:229466633-229498306,-,N/A,N/A,1551,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0112389,hsa_circTSNAX-DISC1_010,N/A,N/A,N/A,TSNAX-DISC1,NR_028393,chr1:231954074-231954263,chr1:231818328-231818517,+,N/A,N/A,189,"ANNOTATED, INTERNAL, ncRNA, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0094618,hsa_circSORBS1_009,N/A,N/A,N/A,SORBS1,ENST00000474353.2,chr10:97141441-97192333,chr10:95381684-95432576,-,N/A,N/A,2033,"ANNOTATED, INTERNAL, ncRNA, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0006409,hsa_circFAM178A_019,N/A,N/A,N/A,FAM178A,NM_018121,chr10:102697158-102703885,chr10:100937401-100944128,+,hsa_circRNA_006409,ASCRP3001086,321,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0092544,hsa_circWDR96_006,N/A,N/A,N/A,WDR96,ENST00000357060.3,chr10:105900599-105924058,chr10:104140841-104164300,-,N/A,N/A,1392,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0004960,hsa_circNUP98_014,N/A,N/A,N/A,NUP98,NM_016320,chr11:3794861-3797251,chr11:3773631-3776021,-,hsa_circRNA_100747,ASCRP3003682,248,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0096322,hsa_circPPP6R3_058,N/A,N/A,N/A,PPP6R3,NM_001164160,chr11:68350510-68363686,chr11:68583042-68596218,+,N/A,N/A,493,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0023773,hsa_circALG8_020,N/A,N/A,N/A,ALG8,NM_001007027,chr11:77815025-77832220,chr11:78103979-78121174,-,N/A,N/A,981,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0094711,hsa_circARHGAP42_003,N/A,N/A,N/A,ARHGAP42,NM_152432,chr11:100730284-100792335,chr11:100859553-100921604,+,N/A,N/A,285,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0099607,hsa_circC12orf55_016,N/A,N/A,N/A,C12ORF55,ENST00000524981.3,chr12:97041652-97057710,chr12:96647874-96663932,+,N/A,N/A,1016,"ALT_ACCEPTOR, CDS, coding, OVCODE, OVEXON, upstream_start"
hsa_circ_0099609,hsa_circC12orf55_018,N/A,N/A,N/A,C12ORF55,ENST00000524981.3,chr12:97082693-97102581,chr12:96688915-96708803,+,N/A,N/A,710,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0100479,hsa_circC13orf15_001,N/A,N/A,N/A,C13orf15,NM_014059,chr13:42040958-42042974,chr13:41466822-41468838,+,N/A,N/A,171,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0101934,hsa_circKLHDC1_016,N/A,N/A,N/A,KLHDC1,ENST00000359332.2,chr14:50199421-50210523,chr14:49732703-49743805,+,N/A,N/A,324,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0103509,hsa_circHAUS2_003,N/A,N/A,N/A,HAUS2,ENST00000260372.3,chr15:42851536-42853600,chr15:42559338-42561402,+,N/A,N/A,203,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0034878,hsa_circTTBK2_017,N/A,N/A,N/A,TTBK2,NM_173500,chr15:43122135-43132631,chr15:42829937-42840433,-,N/A,N/A,215,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0103733,hsa_circFAM227B_002,N/A,N/A,N/A,FAM227B,ENST00000299338.6,chr15:49867207-49882204,chr15:49575010-49590007,-,N/A,N/A,540,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0103948,hsa_circTEX9_008,N/A,N/A,N/A,TEX9,ENST00000537232.1,chr15:56681515-56687032,chr15:56389317-56394834,+,N/A,N/A,516,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0105129,hsa_circSYT17_002,N/A,N/A,N/A,SYT17,ENST00000562034.1,chr16:19234366-19236160,chr16:19223044-19224838,+,N/A,N/A,277,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0105445,hsa_circPHKB_018,N/A,N/A,N/A,PHKB,NM_001031835,chr16:47531309-47614269,chr16:47497398-47580358,+,N/A,N/A,698,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0105885,hsa_circHYDIN_001,N/A,N/A,N/A,HYDIN,ENST00000393567.2,chr16:71218767-71220821,chr16:71184864-71186918,-,N/A,N/A,284,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5"
hsa_circ_0106232,hsa_circZSWIM7_005,N/A,N/A,N/A,ZSWIM7,ENST00000399277.1,chr17:15881113-15890682,chr17:15977799-15987368,-,N/A,N/A,572,"ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR3"
hsa_circ_0106268,hsa_circPIGL_001,N/A,N/A,N/A,PIGL,NM_004278,chr17:16216860-16221222,chr17:16313546-16317908,+,N/A,N/A,234,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0002839,hsa_circTAOK1_003,N/A,N/A,N/A,TAOK1,NM_020791,chr17:27778472-27778698,chr17:29451454-29451680,+,N/A,N/A,226,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5"
hsa_circ_0008990,hsa_circMYO1F_001,N/A,N/A,N/A,MYO1F,NM_012335,chr19:8604615-8604944,chr19:8539731-8540060,+,hsa_circRNA_008990,ASCRP3008157,329,"ANTISENSE, CDS, coding, INTERNAL, intronic, OVCODE, OVEXON"
hsa_circ_0054547,hsa_circPSME4_042,N/A,N/A,N/A,PSME4,NM_014614,chr2:54119944-54120936,chr2:53892807-53893799,-,hsa_circRNA_054547,ASCRP3000330,279,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0120948,hsa_circALMS1_011,N/A,N/A,N/A,ALMS1,NM_015120,chr2:73659256-73717285,chr2:73432128-73490158,+,N/A,N/A,6927,"ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, intronic, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0117649,hsa_circSTAM2_014,N/A,N/A,N/A,STAM2,ENST00000263904.4,chr2:152988627-152992117,chr2:152132113-152135603,-,N/A,N/A,321,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0005843,hsa_circTCONS_l2_00015025_002,N/A,N/A,N/A,TCONS_l2_00015025,TCONS_l2_00015025,chr2:186946056-186951097,chr2:186081329-186086370,-,hsa_circRNA_005843,ASCRP3002168,3304,"ALT_ACCEPTOR, ncRNA, OVEXON, upstream_start"
hsa_circ_0001087,hsa_circANKRD44_034,N/A,N/A,N/A,ANKRD44,NM_001195144,chr2:197872529-197873755,chr2:197007805-197009031,-,N/A,N/A,206,"ANNOTATED, CDS, coding, INTERNAL"
hsa_circ_0118871,hsa_circPARD3B_012,N/A,N/A,N/A,PARD3B,ENST00000406610.2,chr2:205969149-205990461,chr2:205104425-205125737,+,N/A,N/A,930,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0060927,hsa_circCYP24A1_012,hsa_circCYP24A1_001,hsa_circCYP24A1_001_59,60,CYP24A1,NM_000782,chr20:52773707-52788209,chr20:54157168-54171670,-,hsa_circRNA_103091,ASCRP3002585,1106,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR3"
hsa_circ_0116067,hsa_circAF064860.5_001,N/A,N/A,N/A,AF064860.5,ENST00000416555.1,chr21:41081417-41082119,chr21:39709490-39710192,+,N/A,N/A,702,"ALT_ACCEPTOR, ALT_DONOR, INTERNAL, intronic, ncRNA"
hsa_circ_0066233,hsa_circFAM208A_036,N/A,N/A,N/A,FAM208A,NM_001112736,chr3:56694758-56695045,chr3:56660730-56661017,-,N/A,N/A,208,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0004933,hsa_circABI3BP_002,N/A,N/A,N/A,ABI3BP,NM_015429,chr3:100560841-100567719,chr3:100841997-100848875,-,N/A,N/A,4596,"ALT_DONOR, CDS, coding, INTERNAL, intronic, OVCODE, OVEXON"
hsa_circ_0121557,hsa_circLSAMP_008,N/A,N/A,N/A,LSAMP,ENST00000539563.1,chr3:117651212-117653287,chr3:117932365-117934440,-,N/A,N/A,2075,"ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, intronic"
hsa_circ_0121902,hsa_circNEK11_015,N/A,N/A,N/A,NEK11,NM_145910,chr3:130881251-130907418,chr3:131162407-131188574,+,N/A,N/A,14245,"ALT_DONOR, CDS, coding, downstream_end, OVCODE, OVERLAPTX, OVEXON, UTR3"
hsa_circ_0121937,hsa_circDNAJC13_045,N/A,N/A,N/A,DNAJC13,ENST00000260818.6,chr3:132217969-132219757,chr3:132499125-132500913,+,N/A,N/A,380,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0122286,hsa_circTRPC1_008,N/A,N/A,N/A,TRPC1,NM_001251845,chr3:142455220-142512802,chr3:142736378-142793960,+,N/A,N/A,2402,"ALT_DONOR, CDS, coding, INTERNAL, intronic, OVCODE, OVEXON"
hsa_circ_0122621,hsa_circWDR49_011,N/A,N/A,N/A,WDR49,ENST00000479765.1,chr3:167293705-167345080,chr3:167575917-167627292,-,N/A,N/A,1344,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0122622,hsa_circWDR49_008,N/A,N/A,N/A,WDR49,ENST00000479765.1,chr3:167293705-167351320,chr3:167575917-167633532,-,N/A,N/A,7584,"ALT_ACCEPTOR, CDS, coding, INTERNAL, intronic, OVCODE, OVEXON"
hsa_circ_0122626,hsa_circWDR49_007,N/A,N/A,N/A,WDR49,ENST00000479765.1,chr3:167319914-167351320,chr3:167602126-167633532,-,N/A,N/A,7350,"ALT_ACCEPTOR, CDS, coding, INTERNAL, intronic, OVCODE, OVEXON"
hsa_circ_0126849,hsa_circRP11-453E17.1_002,N/A,N/A,N/A,RP11-453E17.1,ENST00000500538.2,chr4:68594257-68595888,chr4:67728539-67730170,+,N/A,N/A,244,"ANNOTATED, INTERNAL, ncRNA, OVEXON"
hsa_circ_0127030,hsa_circTCONS_l2_00020595_001,N/A,N/A,N/A,TCONS_l2_00020595,TCONS_l2_00020595,chr4:80006380-80007416,chr4:79085226-79086262,+,N/A,N/A,288,"ANNOTATED, INTERNAL, ncRNA, OVEXON"
hsa_circ_0070473,hsa_circPDLIM5_015,N/A,N/A,N/A,PDLIM5,NM_006457,chr4:95539154-95561601,chr4:94618003-94640450,+,N/A,N/A,363,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0125186,hsa_circPRDM5_006,N/A,N/A,N/A,PRDM5,ENST00000264808.3,chr4:121675707-121742500,chr4:120754552-120821345,-,N/A,N/A,1323,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0008244,hsa_circEXOSC9_003,N/A,N/A,N/A,EXOSC9,NM_001034194,chr4:122725776-122731254,chr4:121804621-121810099,+,hsa_circRNA_103732,ASCRP3005079,354,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0127862,hsa_circLYRM7_003,N/A,N/A,N/A,LYRM7,ENST00000379380.4,chr5:130515787-130522802,chr5:131180094-131187109,+,N/A,N/A,226,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0127976,hsa_circCDKL3_006,N/A,N/A,N/A,CDKL3,ENST00000521118.1,chr5:133638280-133695782,chr5:134302589-134360091,-,N/A,N/A,1554,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0127984,hsa_circCDKL3_010,N/A,N/A,N/A,CDKL3,ENST00000521118.1,chr5:133647982-133686118,chr5:134312291-134350427,-,N/A,N/A,521,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0128097,hsa_circHSPA9_017,N/A,N/A,N/A,HSPA9,NM_004134,chr5:137893090-137903411,chr5:138557401-138567722,-,N/A,N/A,1193,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0128117,hsa_circPSD2_001,N/A,N/A,N/A,PSD2,ENST00000274710.3,chr5:139213286-139219755,chr5:139833701-139840170,+,N/A,N/A,843,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0128265,hsa_circSTK32A_002,N/A,N/A,N/A,STK32A,ENST00000398523.3,chr5:146741079-146763517,chr5:147361516-147383954,+,N/A,N/A,600,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0130307,hsa_circWASF1_002,N/A,N/A,N/A,WASF1,NM_003931,chr6:110448671-110481935,chr6:110127468-110160732,-,N/A,N/A,259,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5"
hsa_circ_0006010,hsa_circDPY19L1P1_011,N/A,N/A,N/A,DPY19L1P1,NR_036680,chr7:32672154-32678977,chr7:32632542-32639365,-,hsa_circRNA_104341,ASCRP3002806,270,"ANNOTATED, INTERNAL, ncRNA, OVEXON"
hsa_circ_0133183,hsa_circ_chr7_00045,N/A,N/A,N/A,None,None,chr7:121838003-121841450,chr7:122197949-122201396,+,N/A,N/A,3447,INTERGENIC
hsa_circ_0137017,hsa_circPREX2_020,N/A,N/A,N/A,PREX2,ENST00000288368.4,chr8:68999958-69058587,chr8:68087723-68146352,+,N/A,N/A,2204,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0138738,hsa_circTCONS_l2_00028604_001,N/A,N/A,N/A,TCONS_l2_00028604,TCONS_l2_00028604,chr9:3647337-3651867,chr9:3647337-3651867,+,N/A,N/A,4530,"ALT_DONOR, downstream_end, ncRNA, OVEXON"
hsa_circ_0138779,hsa_circGLIS3_015,N/A,N/A,N/A,GLIS3,NM_001042413,chr9:3879426-3932470,chr9:3879426-3932470,-,N/A,N/A,425,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0138126,hsa_circMPDZ_010,N/A,N/A,N/A,MPDZ,ENST00000319217.7,chr9:13205034-13250371,chr9:13205035-13250372,-,N/A,N/A,1603,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON, UTR5"
hsa_circ_0138536,hsa_circTCONS_00015935_001,N/A,N/A,N/A,TCONS_00015935,TCONS_00015935,chr9:25527945-25622101,chr9:25527947-25622103,-,N/A,N/A,94156,"ANTISENSE, downstream_end, ncRNA, OVERLAPTX, OVEXON, upstream_start"
hsa_circ_0087239,hsa_circPRUNE2_005,N/A,N/A,N/A,PRUNE2,NM_015225,chr9:79251386-79259825,chr9:76636470-76644909,-,N/A,N/A,493,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0139032,hsa_circ_chr9_00047,N/A,N/A,N/A,None,None,chr9:80708566-80709341,chr9:78093650-78094425,-,N/A,N/A,775,INTERGENIC
hsa_circ_0139246,hsa_circNAA35_024,N/A,N/A,N/A,NAA35,NM_024635,chr9:88627960-88633736,chr9:86013045-86018821,+,N/A,N/A,747,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0139282,hsa_circSPIN1_003,N/A,N/A,N/A,SPIN1,NM_006717,chr9:91009041-91010687,chr9:88394126-88395772,+,N/A,N/A,1646,"ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, intronic"
hsa_circ_0137674,hsa_circEPB41L4B_010,N/A,N/A,N/A,EPB41L4B,ENST00000374566.3,chr9:111954068-111962614,chr9:109191788-109200334,-,N/A,N/A,844,"ALT_DONOR, CDS, coding, INTERNAL, intronic, OVCODE, OVEXON"
hsa_circ_0137877,hsa_circRABGAP1_039,N/A,N/A,N/A,RABGAP1,NM_012197,chr9:125832628-125852664,chr9:123070349-123090385,+,N/A,N/A,720,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0007426,hsa_circFNBP1_007,N/A,N/A,N/A,FNBP1,NM_015033,chr9:132719638-132720832,chr9:129957359-129958553,-,hsa_circRNA_104938,ASCRP3011885,168,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0140044,hsa_circGPR64_001,N/A,N/A,N/A,GPR64,NM_001079858,chrX:19068923-19069099,chrX:19050805-19050981,+,N/A,N/A,176,"ANTISENSE, coding, INTERNAL, intronic"
hsa_circ_0140100,hsa_circ_chrX_00118,N/A,N/A,N/A,None,None,chrX:21250788-21255086,chrX:21232670-21236968,-,N/A,N/A,4298,INTERGENIC
hsa_circ_0140499,hsa_circOPHN1_019,N/A,N/A,N/A,OPHN1,ENST00000355520.5,chrX:67331695-67339174,chrX:68111853-68119332,-,N/A,N/A,250,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0140513,hsa_circOPHN1_001,N/A,N/A,N/A,OPHN1,ENST00000355520.5,chrX:67494579-67518938,chrX:68274737-68299096,-,N/A,N/A,230,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0139638,hsa_circDOCK11_002,N/A,N/A,N/A,DOCK11,ENST00000276204.6,chrX:117676687-117680079,chrX:118542724-118546116,+,N/A,N/A,456,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0008703,hsa_circFAM129A_001,N/A,N/A,N/A,FAM129A,NM_052966,chr1:184853766-184868442,chr1:184884632-184899309,-,N/A,N/A,546,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0016158,hsa_circMDM4_003,N/A,N/A,N/A,MDM4,NM_002393,chr1:204494611-204501374,chr1:204525483-204532246,+,N/A,N/A,378,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON, UTR5"
hsa_circ_0000190,hsa_circCNIH4_002,N/A,N/A,N/A,CNIH4,NM_014184,chr1:224553580-224559125,chr1:224365878-224371423,+,hsa_circRNA_000190,ASCRP3011337,254,"ANNOTATED, CDS, coding, INTERNAL"
