circBase ID,circBank ID,riboCIRC ID,riboCIRC ORF ID,ORF Length,Host_Gene,Refseq,Hg19,Hg38,Strand,GPL19978_GPL21825,GPL19978_GPL21825_Probe,Spliced Seq Length,Annotation
hsa_circ_0119788,hsa_circYIPF4_002,N/A,N/A,N/A,YIPF4,ENST00000238831.3,chr2:32515551-32523380,chr2:32290482-32298311,+,N/A,N/A,404,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0119867,hsa_circLTBP1_037,N/A,N/A,N/A,LTBP1,NM_001166265,chr2:33482509-33505225,chr2:33257442-33280158,+,N/A,N/A,786,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0119870,hsa_circLTBP1_057,N/A,N/A,N/A,LTBP1,ENST00000404816.2,chr2:33525517-33572577,chr2:33300450-33347510,+,N/A,N/A,765,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0119872,hsa_circRASGRP3_002,N/A,N/A,N/A,RASGRP3,ENST00000403687.3,chr2:33736776-33740273,chr2:33511709-33515206,+,N/A,N/A,330,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5"
hsa_circ_0002346,hsa_circCRIM1_021,hsa_circCRIM1_002,hsa_circCRIM1_002_132,133,CRIM1,NM_016441,chr2:36623756-36669878,chr2:36396613-36442735,+,hsa_circRNA_102678,ASCRP3012567,538,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0002346,hsa_circCRIM1_021,hsa_circCRIM1_002,hsa_circCRIM1_002_188,189,CRIM1,NM_016441,chr2:36623756-36669878,chr2:36396613-36442735,+,hsa_circRNA_102678,ASCRP3012567,538,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0007386,hsa_circCRIM1_034,hsa_circCRIM1_004,hsa_circCRIM1_004_140,141,CRIM1,NM_016441,chr2:36668400-36669878,chr2:36441257-36442735,+,hsa_circRNA_102683,ASCRP3007349,364,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0003281,hsa_circSTRN_015,N/A,N/A,N/A,STRN,NM_003162,chr2:37105033-37113969,chr2:36877890-36886826,-,N/A,N/A,392,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0008300,hsa_circHEATR5B_064,N/A,N/A,N/A,HEATR5B,NM_019024,chr2:37276795-37276986,chr2:37049652-37049843,-,N/A,N/A,191,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0054140,hsa_circHNRPLL_007,N/A,N/A,N/A,HNRPLL,NM_138394,chr2:38809054-38818790,chr2:38581912-38591648,-,N/A,N/A,613,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0120019,hsa_circMAP4K3_032,N/A,N/A,N/A,MAP4K3,ENST00000536018.1,chr2:39505547-39542529,chr2:39278406-39315388,-,N/A,N/A,920,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5"
hsa_circ_0120023,hsa_circMAP4K3_035,N/A,N/A,N/A,MAP4K3,ENST00000536018.1,chr2:39526883-39536660,chr2:39299742-39309519,-,N/A,N/A,225,"ANNOTATED, coding, INTERNAL, OVCODE, OVEXON, UTR5"
hsa_circ_0120042,hsa_circTHUMPD2_007,N/A,N/A,N/A,THUMPD2,NR_028102,chr2:39963722-39964199,chr2:39736582-39737059,-,N/A,N/A,477,"ALT_DONOR, INTERNAL, ncRNA, OVCODE, OVEXON"
hsa_circ_0120088,hsa_circTHADA_026,N/A,N/A,N/A,THADA,NM_001083953,chr2:43732760-43755127,chr2:43505621-43527988,-,N/A,N/A,357,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0054318,hsa_circTHADA_018,N/A,N/A,N/A,THADA,NM_001083953,chr2:43783483-43783694,chr2:43556344-43556555,-,hsa_circRNA_102709,ASCRP3006644,211,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0002200,hsa_circSRBD1_020,N/A,N/A,N/A,SRBD1,NM_018079,chr2:45773455-45780869,chr2:45546316-45553730,-,N/A,N/A,880,"ALT_DONOR, CDS, coding, INTERNAL, intronic, OVCODE, OVEXON"
hsa_circ_0054455,hsa_circPIGF_002,N/A,N/A,N/A,PIGF,NM_173074,chr2:46819613-46842324,chr2:46592474-46615185,-,N/A,N/A,567,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5"
hsa_circ_0054496,hsa_circFBXO11_026,N/A,N/A,N/A,FBXO11,NM_001190274,chr2:48060102-48061850,chr2:47832963-47834711,-,hsa_circRNA_054496,ASCRP3011835,240,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0006684,hsa_circFOXN2_005,N/A,N/A,N/A,FOXN2,NM_002158,chr2:48555699-48586286,chr2:48328560-48359147,+,N/A,N/A,794,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5"
hsa_circ_0054557,hsa_circPSME4_003,N/A,N/A,N/A,PSME4,NM_014614,chr2:54163223-54176420,chr2:53936086-53949283,-,N/A,N/A,592,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0120566,hsa_circUSP34_215,N/A,N/A,N/A,USP34,ENST00000398571.2,chr2:61433151-61441829,chr2:61206016-61214694,-,N/A,N/A,1107,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0054851,hsa_circXPO1_096,N/A,N/A,N/A,XPO1,NM_003400,chr2:61708319-61717911,chr2:61481184-61490776,-,N/A,N/A,1182,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0120673,hsa_circXPO1_064,N/A,N/A,N/A,XPO1,ENST00000401558.2,chr2:61721028-61726048,chr2:61493893-61498913,-,N/A,N/A,655,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0054905,hsa_circCCT4_015,N/A,N/A,N/A,CCT4,NM_006430,chr2:62100136-62106146,chr2:61873001-61879011,-,N/A,N/A,746,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0120747,hsa_circVPS54_028,N/A,N/A,N/A,VPS54,NM_016516,chr2:64160806-64171789,chr2:63933672-63944655,-,N/A,N/A,494,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0054959,hsa_circVPS54_004,N/A,N/A,N/A,VPS54,NM_016516,chr2:64196090-64211153,chr2:63968956-63984019,-,N/A,N/A,512,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5"
hsa_circ_0120764,hsa_circPELI1_002,N/A,N/A,N/A,PELI1,NM_020651,chr2:64323258-64335513,chr2:64096124-64108379,-,N/A,N/A,759,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5"
hsa_circ_0054971,hsa_circSLC1A4_007,N/A,N/A,N/A,SLC1A4,NM_003038,chr2:65228581-65237897,chr2:65001447-65010763,+,hsa_circRNA_102746,ASCRP3005583,273,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0120801,hsa_circAPLF_009,N/A,N/A,N/A,APLF,NM_173545,chr2:68717321-68805135,chr2:68490189-68578003,+,N/A,N/A,1421,"ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0055038,hsa_circGFPT1_041,N/A,N/A,N/A,GFPT1,NM_001244710,chr2:69555402-69573131,chr2:69328270-69345999,-,hsa_circRNA_102752,ASCRP3011683,884,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0120817,hsa_circGFPT1_006,N/A,N/A,N/A,GFPT1,NM_001244710,chr2:69581620-69601245,chr2:69354488-69374113,-,N/A,N/A,678,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0055066,hsa_circNFU1_005,N/A,N/A,N/A,NFU1,NM_015700,chr2:69627495-69659137,chr2:69400363-69432005,-,N/A,N/A,658,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5"
hsa_circ_0120823,hsa_circNFU1_002,N/A,N/A,N/A,NFU1,ENST00000410022.2,chr2:69650713-69659137,chr2:69423581-69432005,-,N/A,N/A,240,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0055079,hsa_circAAK1_019,N/A,N/A,N/A,AAK1,NM_014911,chr2:69732700-69736592,chr2:69505568-69509460,-,N/A,N/A,493,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0120834,hsa_circGMCL1_004,N/A,N/A,N/A,GMCL1,ENST00000282570.3,chr2:70081954-70098964,chr2:69854822-69871832,+,N/A,N/A,518,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0055148,hsa_circZNF638_004,N/A,N/A,N/A,ZNF638,NM_014497,chr2:71575882-71577401,chr2:71348752-71350271,+,hsa_circRNA_102758,ASCRP3011306,1519,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5"
hsa_circ_0120886,hsa_circZNF638_014,N/A,N/A,N/A,ZNF638,NM_001252612,chr2:71592558-71607410,chr2:71365428-71380280,+,N/A,N/A,607,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0120912,hsa_circDYSF_004,N/A,N/A,N/A,DYSF,NM_001130981,chr2:71788881-71791343,chr2:71561751-71564213,+,N/A,N/A,349,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0055199,hsa_circSFXN5_005,N/A,N/A,N/A,SFXN5,NM_144579,chr2:73215386-73285725,chr2:72988257-73058596,-,hsa_circRNA_102764,ASCRP3005768,523,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0121279,hsa_circMGAT4A_009,N/A,N/A,N/A,MGAT4A,NM_012214,chr2:99271907-99294934,chr2:98655444-98678471,-,N/A,N/A,680,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0121290,hsa_circTSGA10_005,N/A,N/A,N/A,TSGA10,ENST00000410001.1,chr2:99695121-99734222,chr2:99078658-99117759,-,N/A,N/A,1281,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5"
hsa_circ_0001055,hsa_circAFF3_009,N/A,N/A,N/A,AFF3,NM_001025108,chr2:100623093-100625394,chr2:100006631-100008932,-,hsa_circRNA_102787,ASCRP3008951,820,"ANNOTATED, CDS, coding, INTERNAL"
hsa_circ_0003311,hsa_circGCC2_020,N/A,N/A,N/A,GCC2,NM_181453,chr2:109106293-109109246,chr2:108489837-108492790,+,N/A,N/A,395,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0116980,hsa_circCCDC138_004,N/A,N/A,N/A,CCDC138,ENST00000295124.4,chr2:109405307-109421464,chr2:108788851-108805008,+,N/A,N/A,704,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0117089,hsa_circACTR3_009,N/A,N/A,N/A,ACTR3,ENST00000263238.2,chr2:114674460-114699936,chr2:113916883-113942359,+,N/A,N/A,758,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0056195,hsa_circACTR3_011,N/A,N/A,N/A,ACTR3,NM_005721,chr2:114684921-114699936,chr2:113927344-113942359,+,N/A,N/A,633,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0007186,hsa_circRALB_002,N/A,N/A,N/A,RALB,NM_002881,chr2:121043449-121047333,chr2:120285873-120289757,+,N/A,N/A,387,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0117223,hsa_circCLASP1_044,N/A,N/A,N/A,CLASP1,NM_015282,chr2:122204912-122206696,chr2:121447336-121449120,-,N/A,N/A,389,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0002374,hsa_circCLASP1_016,N/A,N/A,N/A,CLASP1,NM_015282,chr2:122260742-122287901,chr2:121503166-121530325,-,hsa_circRNA_102812,ASCRP3013445,517,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0056359,hsa_circWDR33_003,N/A,N/A,N/A,WDR33,NM_018383,chr2:128522401-128528578,chr2:127764827-127771004,-,N/A,N/A,649,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5"
hsa_circ_0056423,hsa_circUGGT1_047,N/A,N/A,N/A,UGGT1,NR_027671,chr2:128914825-128918842,chr2:128157251-128161268,+,N/A,N/A,565,"ANNOTATED, INTERNAL, ncRNA, OVCODE, OVEXON"
hsa_circ_0056488,hsa_circPLEKHB2_004,N/A,N/A,N/A,PLEKHB2,NM_001100623,chr2:131883325-131888333,chr2:131125752-131130760,+,N/A,N/A,296,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0056537,hsa_circCCNT2_004,N/A,N/A,N/A,CCNT2,NM_058241,chr2:135694410-135700244,chr2:134936840-134942674,+,N/A,N/A,253,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0056560,hsa_circR3HDM1_013,N/A,N/A,N/A,R3HDM1,NM_015361,chr2:136360069-136437894,chr2:135602499-135680324,+,N/A,N/A,2603,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON, UTR5"
hsa_circ_0117643,hsa_circSTAM2_015,N/A,N/A,N/A,STAM2,ENST00000263904.4,chr2:152980279-152992117,chr2:152123765-152135603,-,N/A,N/A,645,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0117650,hsa_circSTAM2_013,N/A,N/A,N/A,STAM2,ENST00000263904.4,chr2:152988627-153000527,chr2:152132113-152144013,-,N/A,N/A,508,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0117655,hsa_circSTAM2_007,N/A,N/A,N/A,STAM2,ENST00000263904.4,chr2:153003675-153004814,chr2:152147161-152148300,-,N/A,N/A,322,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0117656,hsa_circSTAM2_002,N/A,N/A,N/A,STAM2,ENST00000263904.4,chr2:153003675-153006743,chr2:152147161-152150229,-,N/A,N/A,407,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0056756,hsa_circGPD2_005,N/A,N/A,N/A,GPD2,NM_001083112,chr2:157367307-157414094,chr2:156510795-156557582,+,N/A,N/A,891,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0117784,hsa_circBAZ2B_009,N/A,N/A,N/A,BAZ2B,ENST00000392783.2,chr2:160303292-160335232,chr2:159446781-159478721,-,N/A,N/A,698,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5"
hsa_circ_0117786,hsa_circBAZ2B_007,N/A,N/A,N/A,BAZ2B,ENST00000392783.2,chr2:160335085-160412376,chr2:159478574-159555865,-,N/A,N/A,190,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5"
hsa_circ_0117795,hsa_circMARCH7_008,N/A,N/A,N/A,MARCH7,ENST00000259050.3,chr2:160585519-160619504,chr2:159729008-159762993,+,N/A,N/A,2021,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5"
hsa_circ_0118027,hsa_circUBR3_018,N/A,N/A,N/A,UBR3,ENST00000272793.5,chr2:170735034-170762674,chr2:169878524-169906164,+,N/A,N/A,791,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0118034,hsa_circUBR3_033,N/A,N/A,N/A,UBR3,ENST00000272793.5,chr2:170780438-170789518,chr2:169923928-169933008,+,N/A,N/A,797,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0118145,hsa_circATF2_020,N/A,N/A,N/A,ATF2,ENST00000538946.1,chr2:175945387-175962321,chr2:175080659-175097593,-,N/A,N/A,537,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR3"
hsa_circ_0057277,hsa_circNCKAP1_030,N/A,N/A,N/A,NCKAP1,NM_205842,chr2:183826886-183859615,chr2:182962158-182994887,-,N/A,N/A,1140,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0057510,hsa_circNAB1_008,N/A,N/A,N/A,NAB1,NM_005966,chr2:191523883-191535185,chr2:190659157-190670459,+,N/A,N/A,972,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON, UTR5"
hsa_circ_0057619,hsa_circANKRD44_022,N/A,N/A,N/A,ANKRD44,NM_001195144,chr2:197872529-197954756,chr2:197007805-197090032,-,hsa_circRNA_057619,ASCRP3007163,1030,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0118527,hsa_circANKRD44_015,N/A,N/A,N/A,ANKRD44,NM_001195144,chr2:197986055-197987516,chr2:197121331-197122792,-,N/A,N/A,356,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0002867,hsa_circSATB2_013,N/A,N/A,N/A,SATB2,NM_001172509,chr2:200245086-200298237,chr2:199380363-199433514,-,hsa_circRNA_102890,ASCRP3000199,428,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0002860,hsa_circCFLAR_003,N/A,N/A,N/A,CFLAR,NM_001127183,chr2:201994451-202014558,chr2:201129728-201149835,+,N/A,N/A,930,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON, UTR5"
hsa_circ_0118738,hsa_circALS2CR8_008,N/A,N/A,N/A,ALS2CR8,NM_024744,chr2:203806582-203820481,chr2:202941859-202955758,+,N/A,N/A,685,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON, UTR5"
hsa_circ_0118828,hsa_circABI2_009,N/A,N/A,N/A,ABI2,ENST00000295851.4,chr2:204244930-204267457,chr2:203380207-203402734,+,N/A,N/A,907,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0057907,hsa_circNDUFS1_041,N/A,N/A,N/A,NDUFS1,NM_005006,chr2:206992520-206992696,chr2:206127796-206127972,-,N/A,N/A,176,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0057953,hsa_circCREB1_011,N/A,N/A,N/A,CREB1,NM_134442,chr2:208432186-208442379,chr2:207567462-207577655,+,hsa_circRNA_102900,ASCRP3002036,578,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0118937,hsa_circCCNYL1_004,N/A,N/A,N/A,CCNYL1,ENST00000295414.3,chr2:208589523-208602170,chr2:207724799-207737446,+,N/A,N/A,247,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0057958,hsa_circCCNYL1_007,N/A,N/A,N/A,CCNYL1,NM_152523,chr2:208589523-208615843,chr2:207724799-207751119,+,N/A,N/A,749,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0058042,hsa_circBARD1_020,N/A,N/A,N/A,BARD1,NM_000465,chr2:215609790-215646233,chr2:214745066-214781509,-,N/A,N/A,1539,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0058047,hsa_circBARD1_025,N/A,N/A,N/A,BARD1,NM_000465,chr2:215617170-215634036,chr2:214752446-214769312,-,N/A,N/A,363,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0058261,hsa_circUSP37_036,N/A,N/A,N/A,USP37,NM_020935,chr2:219353026-219360673,chr2:218488303-218495950,-,N/A,N/A,309,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0058273,hsa_circRQCD1_005,N/A,N/A,N/A,RQCD1,NM_005444,chr2:219445283-219449444,chr2:218580560-218584721,+,N/A,N/A,406,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0001101,hsa_circWDFY1_018,N/A,N/A,N/A,WDFY1,NM_020830,chr2:224746658-224760347,chr2:223881941-223895630,-,hsa_circRNA_001101,ASCRP3012985,466,"ANNOTATED, CDS, coding, INTERNAL"
hsa_circ_0119301,hsa_circTRIP12_049,N/A,N/A,N/A,TRIP12,ENST00000283943.5,chr2:230672423-230672580,chr2:229807707-229807864,-,N/A,N/A,157,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0058584,hsa_circTRIP12_031,N/A,N/A,N/A,TRIP12,NM_004238,chr2:230693908-230695555,chr2:229829192-229830839,-,N/A,N/A,180,"ALT_ACCEPTOR, CDS, coding, INTERNAL, intronic, OVCODE, OVEXON"
hsa_circ_0119305,hsa_circTRIP12_021,N/A,N/A,N/A,TRIP12,ENST00000389044.4,chr2:230701563-230725247,chr2:229836847-229860531,-,N/A,N/A,1172,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0119361,hsa_circATG16L1_002,N/A,N/A,N/A,ATG16L1,ENST00000392017.4,chr2:234171775-234173789,chr2:233263129-233265143,+,N/A,N/A,432,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0058764,hsa_circDGKD_008,N/A,N/A,N/A,DGKD,NM_152879,chr2:234343025-234347025,chr2:233434379-233438379,+,N/A,N/A,737,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0058876,hsa_circILKAP_005,N/A,N/A,N/A,ILKAP,NM_030768,chr2:239090705-239103511,chr2:238182064-238194870,-,N/A,N/A,781,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0005154,hsa_circSEPT2_008,N/A,N/A,N/A,SEPT2,NM_001008491,chr2:242265407-242275513,chr2:241325992-241336098,+,hsa_circRNA_102968,ASCRP3010145,332,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0119498,hsa_circSep-02_006,N/A,N/A,N/A,Sep-02,ENST00000391973.2,chr2:242283166-242287606,chr2:241343751-241348191,+,N/A,N/A,288,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0119499,hsa_circFARP2_004,N/A,N/A,N/A,FARP2,ENST00000264042.3,chr2:242343242-242347030,chr2:241403827-241407615,+,N/A,N/A,227,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0059172,hsa_circCSNK2A1_003,N/A,N/A,N/A,CSNK2A1,NM_177559,chr20:489094-508693,chr20:508450-528049,-,N/A,N/A,327,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5"
hsa_circ_0114715,hsa_circNSFL1C_002,N/A,N/A,N/A,NSFL1C,NM_001206736,chr20:1433137-1445071,chr20:1452492-1464426,-,N/A,N/A,686,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0005219,hsa_circSTK35_002,N/A,N/A,N/A,STK35,NM_080836,chr20:2097311-2098061,chr20:2116665-2117415,+,hsa_circRNA_005219,ASCRP3012950,750,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR3"
hsa_circ_0115199,hsa_circPANK2_003,N/A,N/A,N/A,PANK2,ENST00000497424.1,chr20:3888572-3891477,chr20:3907925-3910830,+,N/A,N/A,607,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5"
hsa_circ_0115382,hsa_circRASSF2_005,N/A,N/A,N/A,RASSF2,ENST00000379400.3,chr20:4773184-4781708,chr20:4792538-4801062,-,N/A,N/A,408,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5"
hsa_circ_0115533,hsa_circMCM8_007,N/A,N/A,N/A,MCM8,ENST00000378886.2,chr20:5939173-5953842,chr20:5958527-5973196,+,N/A,N/A,925,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0059481,hsa_circKIF16B_023,N/A,N/A,N/A,KIF16B,NM_024704,chr20:16336974-16362392,chr20:16356329-16381747,-,N/A,N/A,1837,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0004499,hsa_circSNX5_012,N/A,N/A,N/A,SNX5,NM_152227,chr20:17933230-17936119,chr20:17952586-17955475,-,N/A,N/A,357,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0059562,hsa_circCRNKL1_001,N/A,N/A,N/A,CRNKL1,NM_016652,chr20:20020252-20022269,chr20:20039608-20041625,-,N/A,N/A,381,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0059567,hsa_circRALGAPA2_035,N/A,N/A,N/A,RALGAPA2,NM_020343,chr20:20512330-20527476,chr20:20531686-20546832,-,N/A,N/A,426,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0059581,hsa_circXRN2_008,N/A,N/A,N/A,XRN2,NM_012255,chr20:21306916-21349228,chr20:21326278-21368590,+,hsa_circRNA_103006,ASCRP3009311,2509,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0114959,hsa_circRALY_009,N/A,N/A,N/A,RALY,NM_016732,chr20:32652849-32666359,chr20:34065043-34078553,+,N/A,N/A,7956,"ALT_ACCEPTOR, CDS, coding, INTERNAL, intronic, OVCODE, OVEXON, UTR3, UTR5"
hsa_circ_0059944,hsa_circITCH_031,N/A,N/A,N/A,ITCH,NM_031483,chr20:33027959-33030108,chr20:34440154-34442303,+,N/A,N/A,286,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0059945,hsa_circITCH_032,N/A,N/A,N/A,ITCH,NM_031483,chr20:33027959-33037285,chr20:34440154-34449480,+,N/A,N/A,531,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0114983,hsa_circITCH_033,N/A,N/A,N/A,ITCH,ENST00000374864.4,chr20:33027959-33045279,chr20:34440154-34457474,+,N/A,N/A,616,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON"
hsa_circ_0114987,hsa_circITCH_039,N/A,N/A,N/A,ITCH,ENST00000374864.4,chr20:33030012-33037285,chr20:34442207-34449480,+,N/A,N/A,341,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0114994,hsa_circITCH_056,N/A,N/A,N/A,ITCH,ENST00000374864.4,chr20:33059248-33080402,chr20:34471443-34492597,+,N/A,N/A,919,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
hsa_circ_0060067,hsa_circUQCC_008,N/A,N/A,N/A,UQCC,NM_018244,chr20:33961986-33971936,chr20:35374183-35384133,-,hsa_circRNA_060067,ASCRP3004785,277,"ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON"
